id,content
query_260,City=Oslo AND Name=Alex
query_261,Profession=chiropractor AND City=Shanghai
query_262,Profession=judge AND Age=43 AND Name=Aria
query_263,Profession=teacher AND City=Torun AND Surname=Wallace
query_264,Profession=beautician AND Surname=Patterson
query_265,Profession=software developer AND Name=Cooper
query_266,Profession=beautician AND Surname=King
query_267,Age=67
query_268,Surname=Cooper AND Name=Wyatt
query_269,City=Yerevan AND Age=32 AND Name=Claire
query_270,Profession=dietitian AND Surname=Perez
query_271,Profession=therapist AND Age=100
query_272,City=Mexico City AND Age=18
query_273,City=Belgrade AND Surname=Gray AND Name=Igor
query_274,Profession=teacher AND Surname=Richardson AND Name=Liam
query_275,Surname=Ramirez AND Age=80 AND Name=Filippo
query_276,City=Barcelona AND Surname=Carter
query_277,Surname=Bryant AND Name=Isabella
query_278,Age=23 AND Name=Adam
query_279,Name=Kee
query_280,City=Tallinn AND Age=9
query_281,Profession=lawyer AND City=Yerevan
query_282,City=Hawaii AND Surname=Evans AND Age=84 AND Name=Debra
query_283,Profession=dietitian AND Surname=Lopez AND Age=75
query_284,City=Marseille AND Name=Bitmap
query_285,Surname=Phillips AND Age=63
query_286,Profession=barber AND Surname=Washington
query_287,City=Cologne AND Name=Carter
query_288,Profession=plumber AND Age=93 AND Name=Brianna
query_289,Profession=public relations specialist AND City=Kuala Lumpur
query_290,Profession=writer AND City=Milan
query_291,City=Donetsk AND Age=82
query_292,City=Chicago AND Age=51
query_293,Profession=geologist AND City=Amsterdam AND Age=98
query_294,Age=34 AND Name=David
query_295,Age=104 AND Name=Elizabeth
query_296,Surname=Bailey AND Name=Alex
query_297,Surname=Bell AND Age=90
query_298,Profession=hairstylist AND Name=Christina
query_299,City=Helsinki AND Surname=Smith
query_300,Profession=public relations specialist AND Surname=Carter
query_301,Surname=Patterson AND Age=39
query_302,City=Tbilisi AND Surname=Murphy AND Name=Amelie
query_303,City=Mumbai
query_304,City=Montreal
query_305,Profession=real estate agent AND Surname=Reed
query_306,Surname=Roberts AND Name=Brayden
query_307,Age=32 AND Name=Campbell
query_308,Profession=advertising executive AND Name=Marghe
query_309,City=Brussels
query_310,City=Thessaloniki AND Surname=Garcia
query_311,City=Wroclaw AND Surname=Nelson AND Name=Chloe
query_312,Profession=real estate agent AND City=Odessa AND Surname=Brooks
query_313,Profession=entrepreneur AND City=Stockholm AND Name=Kee
query_314,Profession=animal trainer AND City=Bratislava AND Surname=Thompson
query_315,Surname=Turner AND Name=Ella
query_316,City=Shanghai AND Name=Victoria
query_317,Profession=medical laboratory technologist AND Age=15
query_318,City=Budapest AND Surname=Scott AND Age=104
query_319,Profession=technologist
query_320,Profession=barber AND Surname=Perez AND Age=69
query_321,Profession=acupuncturist AND Surname=Hamilton
query_322,City=Chisinau AND Surname=King AND Name=Adriana
query_323,City=Thessaloniki AND Surname=Peterson
query_324,City=Montreal AND Surname=Rivera
query_325,Profession=planner AND Age=100
query_326,City=Dunedin AND Surname=Simmons
query_327,City=Sofia AND Surname=Bennett AND Age=24
query_328,Name=Autumn
query_329,Profession=athletic trainer AND City=Chicago AND Age=23 AND Name=Daisy
query_330,Profession=optometrist AND Name=Filipa
query_331,Surname=Harris AND Name=Kek
query_332,Profession=business manager AND Surname=Wright AND Age=38 AND Name=Marghe
query_333,Profession=fire fighter AND City=Athens AND Age=44
query_334,Profession=botanist AND City=London AND Surname=Perez AND Name=Carson
query_335,Profession=beautician AND Surname=Edwards AND Age=104
query_336,Age=55 AND Name=Dave
query_337,Surname=James AND Name=Ella
query_338,Profession=architect
query_339,Profession=doctor AND City=Chisinau AND Age=40
query_340,Profession=agricultural engineer
query_341,Profession=acupuncturist AND City=Vilnius AND Surname=Edwards AND Age=32 AND Name=Caden
query_342,Age=58 AND Name=Bryan
query_343,Profession=sales representative AND City=Zurich AND Age=75
query_344,Profession=doctor AND Age=26
query_345,Surname=Coleman AND Age=80
query_346,City=Tbilisi AND Surname=Campbell
query_347,Profession=botanist AND City=Manchester AND Surname=Washington AND Age=14 AND Name=Oliver
query_348,City=Nuremberg AND Age=60
query_349,Name=Amelie
query_350,Surname=Flores AND Name=Finley
query_351,Surname=Jenkins AND Age=41
query_352,Profession=aerospace engineer AND Name=Michael
query_353,Age=54
query_354,Profession=writer AND City=Marseille AND Surname=Bennett AND Name=Alison
query_355,Age=33
query_356,Profession=registered nurse AND Surname=Anderson AND Name=Andrew
query_357,City=Dubrovnik
query_358,Age=22 AND Name=Filippo
query_359,Profession=management consultant AND City=Moscow AND Age=71
query_360,Surname=Barnes AND Age=55
query_361,City=Catania
query_362,Profession=lawyer AND City=Glasgow
query_363,Profession=agricultural scientist AND Name=Ella
query_364,Profession=administrator AND Surname=Graham AND Name=Alexis
query_365,Profession=medical technologist AND Surname=Campbell
query_366,City=Gdansk AND Name=Madison
query_367,Surname=Brown AND Name=Debra
query_368,Profession=acupuncturist AND City=Munich AND Name=Angela
query_369,Profession=physiotherapist AND City=Brussels AND Name=Cody
query_370,Profession=artist AND Age=14 AND Name=Michael
query_371,City=Brussels AND Age=103
query_372,City=Bucharest AND Surname=Watson
query_373,Profession=midwife AND Age=18
query_374,City=Yerevan AND Surname=Bennett AND Age=92
query_375,Surname=Perry AND Age=61
query_376,City=Torun AND Name=Michael
query_377,Surname=Myers AND Name=Jacob
query_378,Profession=aerospace engineer AND City=Toronto AND Surname=Lopez
query_379,Profession=marketing specialist AND Surname=Phillips AND Age=87 AND Name=Harper
query_380,Profession=political scientist AND Surname=Simmons
query_381,City=Istanbul
query_382,Profession=hairstylist AND Age=56 AND Name=Ashley
query_383,Age=24 AND Name=Callum
query_384,Profession=barber AND Surname=Cox
query_385,Profession=midwife AND City=Nuremberg AND Name=Wyatt
query_386,Surname=Thomas AND Age=83
query_387,Profession=baker
query_388,Profession=web developer AND City=Thessaloniki
query_389,Profession=medical technologist
query_390,City=Chisinau AND Surname=Cook AND Name=Marghe
query_391,Surname=Long AND Name=Brayden
query_392,Profession=therapist AND City=Sofia AND Surname=Green AND Name=Autumn
query_393,Profession=political scientist AND City=Paris AND Age=99 AND Name=Madison
query_394,Surname=Watson AND Name=Kee
query_395,Surname=Phillips AND Age=20
query_396,City=Cluj-Napoca AND Surname=Adams
query_397,Age=40 AND Name=Brooklyn
query_398,City=Sofia AND Name=Angela
query_399,Surname=Wallace AND Name=Amanda
query_400,City=London AND Surname=Jones AND Name=Alyssa
query_401,City=Lisbon AND Age=92
query_402,City=Cluj-Napoca AND Age=56
query_403,City=Tauranga AND Surname=Brooks AND Name=Brooke
query_404,Profession=midwife AND City=Miami AND Surname=King
query_405,Profession=pilot AND City=Manchester AND Surname=Williams AND Name=Victoria
query_406,Profession=pharmacist AND City=Bratislava AND Surname=Price AND Age=51 AND Name=Alyssa
query_407,Age=21 AND Name=Scarlett
query_408,Surname=Hernandez AND Age=68
query_409,City=Wellington AND Name=Aria
query_410,Age=86
query_411,City=Baku AND Name=Brianna
query_412,Profession=bookkeeper AND City=Wroclaw
query_413,City=London AND Surname=Davis AND Age=19 AND Name=Ashley
query_414,Profession=agricultural technologist AND Surname=Harris AND Age=10
query_415,Name=Callum
query_416,City=Geneva
query_417,Profession=doctor AND City=Montreal AND Surname=Harris
query_418,Profession=event planner AND City=Berlin AND Age=43 AND Name=Campbell
query_419,Profession=paleontologist AND City=Tbilisi
query_420,Surname=Roberts AND Age=95
query_421,Profession=pilot AND City=Baku AND Surname=Perez
query_422,Profession=political scientist AND Age=80
query_423,City=Florence AND Surname=Cole
query_424,Surname=Griffin AND Name=Blake
query_425,City=Tirana AND Name=Avery
query_426,Profession=hairstylist AND Name=Cora
query_427,Profession=carpenter AND Age=27 AND Name=Sophia
query_428,Profession=geologist AND Age=8
query_429,Surname=Jones AND Name=Sophia
query_430,Profession=business manager AND City=Odessa
query_431,City=Porto AND Age=57 AND Name=Alexis
query_432,Profession=electronics engineer AND City=Geneva
query_433,City=Minsk AND Name=Andrew
query_434,City=New York City AND Surname=Jones
query_435,Profession=pilot AND City=Frankfurt
query_436,Age=93 AND Name=Clara
query_437,Surname=Price AND Age=49 AND Name=Dave
query_438,Surname=Wallace
query_439,Surname=Richardson AND Age=75
query_440,Profession=biomedical scientist AND City=Mumbai AND Name=Avery
query_441,Profession=doctor AND Name=Liam
query_442,City=Dublin AND Surname=Bailey
query_443,Age=89
query_444,Profession=chiropractor AND City=Baku AND Age=104
query_445,City=Lisbon AND Surname=Watson
query_446,Profession=veterinarian AND City=Porto
query_447,Profession=psychologist AND City=New York City AND Surname=Gonzalez
query_448,City=Bucharest
query_449,City=Glasgow AND Name=Alex
query_450,Age=40 AND Name=Amber
query_451,Profession=carpenter AND Name=Elizabeth
query_452,City=Geneva AND Age=52 AND Name=Brianna
query_453,Profession=financial manager AND City=Dublin AND Name=Ivano
query_454,Profession=market researcher AND Age=55 AND Name=Madison
query_455,Profession=homeopath AND Name=Amber
query_456,City=Frankfurt
query_457,City=Kuala Lumpur AND Age=32
query_458,Profession=air traffic controller AND City=Vilnius AND Age=78
query_459,Profession=historian AND Age=62
query_460,Profession=administrator AND City=Barcelona
query_461,Profession=massage therapist AND Surname=Woods
query_462,City=Stockholm AND Surname=Nelson
query_463,Surname=Henderson
query_464,Surname=Diaz AND Age=51
query_465,Profession=sociologist AND City=San Francisco AND Surname=Flores AND Age=76 AND Name=Ainsley
query_466,City=Bologna AND Surname=Butler AND Name=Adriana
query_467,Profession=geologist AND Surname=Cox AND Age=101 AND Name=Brooke
query_468,Profession=judge AND City=Bologna AND Surname=Powell AND Name=Christopher
query_469,City=Hong Kong
query_470,Profession=business manager AND Surname=Campbell
query_471,Profession=geologist AND City=San Francisco
query_472,Profession=carpenter AND Surname=Sullivan AND Name=Daniel
query_473,Profession=agricultural scientist
query_474,Profession=entrepreneur AND City=Warsaw
query_475,Profession=athletic trainer AND Surname=Ford
query_476,City=Yerevan AND Age=81
query_477,Profession=actor AND Surname=Morgan
query_478,Profession=market researcher AND Surname=Washington AND Age=55 AND Name=Cody
query_479,Profession=housewife AND City=Wroclaw AND Surname=Jackson AND Name=Benjamin
query_480,Profession=mechanical engineer AND Surname=Bryant
query_481,Name=Giacomello
query_482,Surname=West AND Age=85 AND Name=Liam
query_483,City=Berlin AND Surname=Taylor
query_484,Profession=architect AND City=Stockholm AND Surname=Barnes AND Age=48 AND Name=Ashley
query_485,Surname=Collins AND Name=Andrew
query_486,City=Skopje AND Surname=Moore AND Age=75
query_487,Profession=biomedical scientist AND Age=12
query_488,City=Lima AND Age=54
query_489,City=Zagreb AND Surname=Cook AND Age=79
query_490,Age=68 AND Name=Adriana
query_491,City=Barcelona AND Name=Marghe
query_492,Profession=public relations specialist AND Age=80
query_493,Profession=financial manager AND City=Beijing AND Surname=Evans AND Age=23
query_494,City=Mexico City AND Name=Carson
query_495,City=Hamilton
query_496,Surname=Ward AND Name=Alexis
query_497,Surname=Carter AND Name=Debra
query_498,Surname=Ramirez AND Name=Ashley
query_499,City=Geneva AND Surname=Gonzales
query_500,Profession=fire fighter AND Age=103
