user_id,query_001,query_002,query_003,query_004,query_005,query_006,query_007,query_008,query_009,query_010,query_011,query_012,query_013,query_014,query_015,query_016,query_017,query_018,query_019,query_020,query_021,query_022,query_023,query_024,query_025,query_026,query_027,query_028,query_029,query_030,query_031,query_032,query_033,query_034,query_035,query_036,query_037,query_038,query_039,query_040,query_041,query_042,query_043,query_044,query_045,query_046,query_047,query_048,query_049,query_050,query_051,query_052,query_053,query_054,query_055,query_056,query_057,query_058,query_059,query_060,query_061,query_062,query_063,query_064,query_065,query_066,query_067,query_068,query_069,query_070,query_071,query_072,query_073,query_074,query_075,query_076,query_077,query_078,query_079,query_080,query_081,query_082,query_083,query_084,query_085,query_086,query_087,query_088,query_089,query_090,query_091,query_092,query_093,query_094,query_095,query_096,query_097,query_098,query_099,query_100
user_015,25,,,,,,25,39,47,,39,39,57,41,,31,,,,,,75,,52,,,,16,,,,48,,57,,,,6,,,,,,,,,,,,,52,,,,60,60,46,72,75,,,,,,,,58,,,56,,,52,,,,,,46,,45,47,,,45,43,35,,79,,,,,,100,31,,,,
user_016,,39,,,60,,,,,,12,73,8,47,41,56,36,,,,,,,,,26,,13,,,,,,15,,,33,17,,,,,,28,,,,,,,44,,25,,19,,,,,,29,,,,,,,,,51,,,,,,,,34,50,,31,,,,,,44,,,33,23,,,43,,47,,,,
user_017,,,,,,,,,49,,,20,12,,,18,,17,70,51,,,,21,54,,,54,9,24,69,66,55,,,,,39,,38,96,,,43,,,,52,32,,35,,69,,,,,58,58,,33,31,,,,,57,,,,,,,,,,,,,,,,45,,,44,75,,80,,18,,53,39,,44,56,,,
user_018,,,,,48,,,,24,,,,49,,,22,,,,49,,43,66,23,,59,,,,34,,,93,,,,,4,,56,,,,63,,,27,61,,57,,2,48,,,,53,77,16,,49,,39,,,,,,,54,,,,,,,44,10,33,43,63,,,,,,9,,,54,,,,,,65,58,,36,49
user_019,,,,,,,48,,,,43,,50,,37,34,,,,33,,49,,39,24,,,,39,,30,,,23,,,,,17,50,,,,65,55,,,,,,,,61,,,,,,75,,,22,,,,,,,,20,,,,,,,61,,,,9,,24,,,,,,74,,,,,,,50,,,,
user_020,,,,,43,,,,,55,5,,,49,,,,,45,25,44,61,,10,,57,,27,,,,,,,51,,16,,,58,,,,,,,,,41,,56,90,,,,34,51,,68,,26,,,,,,19,18,,42,,,,,,,33,24,,24,73,,,,,31,54,,82,38,26,11,,,35,,68,77,55,
user_021,22,,,,,86,24,,58,,,61,,48,28,63,22,,,54,,,52,53,22,56,,,43,,,,90,30,78,,,23,,55,95,,45,,,,,48,34,,48,81,,,62,,,78,,40,,,,52,,,47,,,,,,,59,,,,46,,,50,,,,,,63,,74,65,,,,55,,55,,,,20
user_022,,,,,42,,,,,35,,,,,,,,,62,46,,26,,35,,,,25,,45,,,,32,,,,0,62,,,,43,,29,,,54,12,,40,31,,,,,59,48,20,,,49,,,,,,,,,,,,6,,,,23,,,,,18,,,,,47,,,,,85,,17,53,52,76,,
user_023,,54,,88,,,,,,48,53,,36,46,,,,,,38,,,63,29,41,,,34,37,,42,,,,,,,,,,,,11,,,,,57,20,,,,28,,,,,51,79,,,23,,,,29,18,,,,,,,,,,,3,,,53,,39,,,,56,,78,50,,,37,,,63,,,,25
user_024,58,,,30,,,,,,,44,87,,47,45,13,,,,35,51,81,,,,,,16,,,43,,31,25,81,,,22,,,,,,,,,,,26,,,85,60,,,,,65,21,,49,34,,,,,,,,,,,,,,,,,48,,,,46,,,,41,,,,,,84,,,,52,,,
user_025,,,,,34,18,,21,31,,35,,34,,23,13,,,79,25,,89,58,24,,47,59,,,42,,56,,,,73,,,,46,,,,,,,,44,49,,,,22,,,,72,,,40,,48,,,,,,,,,,,,,,83,,13,,,,,51,,,,,,,37,,34,,54,,57,,,,
user_026,,,,,20,,32,,,,27,25,,49,45,49,,,65,21,,79,41,,,,50,,,47,,,,29,,,49,,,37,95,41,,,,,,48,0,,,,,,,40,54,48,,,,44,,,,,52,,,63,,,,31,,,31,,,,75,,14,,,24,33,,77,52,41,,,,64,33,61,82,,68
user_027,24,,,36,,,,,,,,30,33,,47,15,31,,41,19,,,,,,21,,,,,47,,,,,68,,39,10,5,,,,49,,,,,17,,,,,,,,60,61,,,,,,,,30,34,,,,,,,,,,,,,39,41,,34,,,,,,76,,,,,,,43,55,,,
user_028,,,67,,30,,,14,53,,,,,58,,36,,,54,,,,61,,8,,,,51,,,,,,,,,,,,,44,,,,,,,36,,61,43,59,,,34,,59,48,,,58,,,,,,42,20,42,,,,,,,,45,37,,15,,,,,,,36,77,32,,,,36,,,,,,
user_029,,,,,52,,53,,,,7,,22,,,,,,,,,15,,21,47,,,23,22,,,68,,,37,,,55,,,,54,,43,,,,72,,,,95,,,18,,,63,21,,,56,,,,,,,,44,,,,36,,64,,7,,,,,,63,,,,,86,49,,,,26,,51,54,,,32
user_030,,,,,57,,66,42,,42,36,,42,,41,40,,,,,,,,,,19,,,,34,,,,,,,,,,,,,,,,,,74,37,,,34,,,26,,41,,77,,,33,,,,,24,,36,56,,,,,,,,11,25,40,,,,,,50,,,81,52,,50,,,,37,70,,,
user_031,26,,,,23,,,18,,,,19,,44,25,41,58,,,,,52,,,,,,,49,,,,,,,,,,,,,75,,,,,,63,,,,,,,,,49,,,,44,,,,,56,54,,,,,,,20,,,,12,,,,,16,,,,,,82,,43,,,24,,43,58,,,
user_032,,,,,33,,,31,,,,,,,38,35,25,,,,,,46,,,,,,,26,,,,56,72,,,,,63,,21,,,24,,,,25,,45,,,,,51,,51,,47,,56,,22,,,32,,,,,,,,,,,11,54,60,37,,,,,31,28,,,,28,,,,,,,,34,
user_033,55,,59,5,31,,34,,30,,4,,13,55,45,,,,53,31,,77,,19,30,,,,14,36,,53,,,63,,,,,,,,,,,,,43,24,,,95,43,,19,49,54,60,,93,56,,,,,,26,,31,,,,,,,,50,,,,90,,20,,,35,,,,64,54,,,,21,35,,,,
user_034,35,,,,38,,,,44,,62,82,13,48,,,,,70,,,36,,,48,,,,,,75,,20,,,,,44,,,,,,,79,,,,,41,,72,,,,16,58,66,,,20,,,25,,,,,,,,,,,,,,6,,,,,,,53,31,,,87,,45,,,,,35,,,,
user_035,38,,,,,,36,,,,,,45,55,46,61,,,,48,67,,55,,42,23,,,54,21,63,,66,,70,,,0,,19,,51,6,69,,40,,,,,,,65,,,,35,,17,,,,,,,36,,,11,,,,,55,,,,,66,,75,,44,,,,,,82,,,28,,,93,,77,,,
user_036,,,,,,,33,,33,,,66,,42,,10,,,,23,,18,55,,41,,,,18,,48,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,65,33,,,,,,,,,,,,,13,,,,,,,,,44,,,,,,,,,,,41,,62,66,,,62
user_037,,,,73,46,,,,,,41,23,22,,,21,58,,,,,,56,,43,24,,,32,,,,,50,72,,,,,,83,,,28,49,,,,11,,,30,,,,,,,78,,,53,,,,,44,,,24,,,,,,,,,,,35,,,,,,14,,,,,,,,,57,,,,
user_038,,,,,,,,,,,17,,54,57,,,,60,,,,,66,,28,,,,,52,,68,,,,,,,,,,,3,,,,,67,16,,,,63,,,,,59,54,47,55,38,,23,7,,,43,,,,,46,,,,,34,,,10,,,,,,33,,74,,,,,29,,,66,,,26
user_039,,,,58,,,,,,,45,,,,45,,,,,42,,,,,23,,,,33,,,,,,,,,21,,,,,,49,,,,,15,,39,65,,,,,,68,,,21,55,7,,,,,,,,,,,,,,56,24,,53,,,,,,34,88,,81,43,,,,20,,,63,,,
user_040,,,,89,,,41,,,,63,,7,61,,21,,,44,17,,,,44,,22,,,14,,64,46,,,,,,41,,,,,,59,,,,,,,54,13,45,,,,,48,55,,,,,,,,55,,,,,,36,,,,55,,,,83,,,,,,85,,,31,22,36,,45,,,,78,,
user_041,56,,,25,23,,16,,,,6,,,,28,,,,,,,62,60,,5,52,,,43,53,,,,25,86,,,23,,,,,29,,,,,,12,,,15,47,,,26,,,,,33,31,,,,,,47,,27,,,,43,93,,,,,,45,,39,,,,,,80,50,31,,,30,,61,,,,
user_042,,,,95,,,32,,,,,,,,29,21,,,63,26,,46,,10,,,,17,,,,,,51,,,,,,51,,,,,,,,,,,,22,28,,,,60,74,,8,27,,,,,,41,,,46,,,,57,,,,26,,62,2,,39,,,,43,,87,26,,,,,,56,77,,,
user_043,,,,,,,38,,,,64,23,30,,44,,,,,39,,39,43,24,10,,51,29,,,,43,,42,,,,35,,26,91,,,,,,,75,,,63,,,,,12,73,47,83,,,28,,,,,,36,,50,,,,,77,,,24,,,,,,,,,79,,,45,,,,,,40,54,,,
user_044,23,,,,46,,16,,29,,,,,42,32,56,40,,38,,,18,,,,,,11,,,,,56,,59,,,,,,,,,77,61,,,,16,,,,43,,,22,45,,,,38,66,,53,,,,16,,,,,,,,,,18,,,,,37,,,,,,85,,,,,,,,,,41,47
user_045,39,,55,,,,33,,,,,,,43,,63,56,,75,13,,,,,6,,,,,,45,,76,,,57,44,,,,,,,33,,,,,,,,9,,,,,43,50,75,,,29,,,,,,,,,,,,38,,,,,50,33,38,,,,32,,,,86,,37,16,,56,99,34,,74,,36
user_046,,21,,,,80,,,20,,,,,57,27,,,,,,65,,49,,,,38,28,29,,56,,,,56,,,39,,,,,,,,,,,,,,,,,52,,,,81,,,19,,,,,,44,,41,,,,,,,,,62,,,,,,,22,,,85,53,,,,,,,64,,44,57
user_047,57,,,89,,66,,,,,10,,,45,,32,,,56,23,,15,,,24,27,,55,,24,,,86,,,,,,,64,93,,,,71,,37,51,28,,,80,,,,33,,,27,75,,66,,,,,,,18,,,,,,,,,4,,,40,,,,,,,,82,46,32,,,20,40,41,,,42,
user_048,,,,,60,,,,,,22,,,,35,33,,,51,37,,,51,,,,,,,,,,,,76,,,,,,87,27,,41,,,,,,,34,24,28,,22,,54,,60,55,,,,,,,54,24,,59,,,62,,,,,,,16,31,,,,,,88,,85,53,,,,21,,,44,,,
user_049,,,,10,,,,,,,45,,22,46,38,,52,,,,,,49,,,,,,52,,,,,,64,,,26,,7,,,,,,,,,33,,,,18,70,64,,49,,,,,32,,30,,,28,,,,,,63,,,,,45,,,,,42,21,37,66,,,86,39,,,,20,,,,,32,
user_050,,,,76,55,,,,,,,,10,43,,,22,,41,,,73,57,51,,65,,36,18,,,,,21,86,,,,,46,,25,12,,,,,,22,,,85,,,63,,59,56,88,,,49,,,,,51,,,,,,,,66,,,,,,,,,,,37,,,,,38,,,,,,78,,,
user_051,,,,,49,,28,,,,,16,,54,40,15,,,75,27,,89,42,,8,37,,38,9,,,65,,,,,,,46,,,31,35,,,,,,,,,,,,,,,44,59,,62,,,,,,,,16,64,,,,,,,,20,,43,7,,,,,,56,,78,47,,,,,70,57,52,74,,
user_052,20,,,,30,,,,,,46,,,,,,,,,,,,,14,13,25,,,52,,,42,,,,,,14,,,,59,,32,,,,57,,37,66,41,56,,,,46,,,,,36,,,,,,,,58,,,,,,,,,,,8,,31,,37,,24,,75,,38,,,41,,,,,,
user_053,,,,,42,,,55,,,47,,,51,,17,,,,49,,,,32,,,,,29,,,,26,,,,50,51,,,,,,60,,,,,,,,14,,,50,,,80,13,20,,61,,,,25,,18,44,,,,,,,,,,,,27,,,,,64,,,87,61,37,,,,95,38,74,,25,
user_054,,,,,,,,22,,,58,,,,39,11,,,41,,,34,,28,31,69,,22,11,,,,,,,21,,24,,,,,,63,,,,53,47,65,46,94,50,,45,44,57,61,,,,56,,27,,,,,45,27,,,49,,,,,18,,64,83,,37,,,,,,,39,,33,,43,,36,,,,
user_055,,,,,32,,,,,,41,27,,41,30,,,,,48,,90,,15,20,15,,,,50,,66,,,,,,39,,48,95,,,,54,,,,,58,47,,,,,21,68,74,78,,54,66,49,,,,,,,65,,80,,,,,56,,,,16,,25,,,,,,78,55,47,,,,,40,57,,,
user_056,,,,,30,,50,,,,19,,,,45,12,,,,37,,,66,,,,,,13,,74,,,,,76,,51,,,,,17,58,,,,75,36,,46,,,,65,,66,,,,,28,,,,,,,,,,,,,,,59,28,,,55,,,,,,,,84,65,,,,,,67,46,,,
user_057,,,,,,,,,51,,45,83,46,61,45,26,58,,63,,57,,,,22,56,,29,,,,,,27,55,,20,,,,80,,,,,,,73,51,,,,,,,,59,49,59,,,25,,,,,,,,,,,,51,,,,26,63,,16,,,,,,88,,,50,,,,,,66,,,39,
user_058,42,,19,,,,43,,,,,,,57,28,17,30,,,,,13,,,24,59,,31,41,,,,,32,,,,,,,84,,36,57,,,,,7,,,,30,,,,,46,73,40,,,,15,,,25,,,,,,,,,,32,35,,,,,21,,,,,,80,,56,,85,,43,56,,81,,
user_059,,,,,58,,,,,22,24,43,,63,,54,,,,,,56,,,28,54,49,,,,,,,,,,,29,,18,66,,,,57,,,,40,52,,87,,,,,,74,58,33,,,,53,,,52,,,44,,,,,,64,,11,,,33,,41,,,,,,,49,,,,,,68,,,,
user_060,,,,,54,,63,,53,,47,77,,,,36,,,,38,,38,59,43,45,,,58,,35,,,,37,,,,,,,,,54,30,,,,,15,,,,17,,,,72,58,,9,,44,,,,,40,,52,51,,,,,,,70,,47,,,,,,,,28,,77,54,,,,,,69,,,,
user_061,,,,,52,,,,,,19,,,41,32,14,,22,,,,,40,,,58,,49,43,23,,66,43,,,76,,12,,35,,66,,,,,,,,,40,,,,47,,,77,39,,,,,49,,,38,38,,51,,,,,,,31,40,,,,,44,,,,,,80,43,,,82,38,,37,,,32,
user_062,15,,,,35,29,26,,57,,,83,55,,,11,,,,13,,89,,38,,,,25,,58,,56,,,,77,,38,,14,,,,,,,,,,,,,,52,16,,,46,,,,21,,30,,,57,,8,42,,,,,,,28,,51,,93,,,,,,19,,78,,,,,,,61,,,,
user_063,,,,,,,42,,,,53,,,54,,,,,51,,,,,,,,,,48,44,,,,17,,,,23,,,,71,,43,46,,,,,,,26,,,27,,,57,75,22,20,59,,,,,,14,,,,,,,,66,,38,,,72,,44,,,,,,83,,34,,,,25,,,,,
user_064,,,,,30,,29,,43,,36,,36,51,,,,,78,20,,,,52,11,60,,54,12,,,46,,,31,,,28,,,,,,54,75,38,,58,5,,,,54,,,,,,,77,,37,,,,,,,39,53,,60,,,,,,6,60,,90,,,,,39,18,62,80,27,44,,,19,,61,79,78,48,
user_065,,,,,44,,,,,,,,,46,25,18,,,,18,57,54,52,,,,54,60,47,48,,71,,,,,,,38,,,,,39,,,,,18,,,26,30,,,,,61,,66,,,,,,,,26,,,,,,,,,,41,,,,,20,,,53,,,82,,46,,,,,,54,71,48,
user_066,,,,,60,,63,,52,,,,,49,31,,,,,,,93,69,,33,,,,,22,48,,82,,47,,,43,,,,,,29,,,,,,,48,,53,,53,,37,52,,88,38,57,,,,57,33,,,29,,,,,,,,,,,83,,,,19,,88,,85,61,,,,41,,,53,,47,21
user_067,,,,,36,,31,,,,49,24,,,,,,,45,,,64,44,49,,,,59,,50,,55,,,,51,,0,,,,,,37,24,,,,25,,,,,,13,,,73,,,,20,,,,,,,,,,,76,,,,,49,56,,28,24,16,,,30,,,,,,,,,,52,69,,,
user_068,,,,62,22,,,,,,33,28,37,,47,,,26,,31,,94,69,33,56,,,,29,28,,,,,,,,,,,,,,,21,,,74,,,42,31,33,,,21,55,77,51,73,52,39,,22,,,20,,,,,,,,,,,25,,,64,,,,,23,22,,,25,,,,,26,32,,77,,
user_069,,,,12,22,,,,,,,,45,46,,37,,,,,,,,35,40,,44,47,,,,72,95,52,,,,,,,,56,,55,63,,,,14,,,,50,,,,69,66,42,,,48,38,40,,,,19,,40,,,,,,,,,70,,93,,51,,,,,,,67,19,,,,,,68,,,
user_070,35,44,,27,,,,,,,3,67,43,,,,34,,46,,,37,67,20,,,,23,12,,,,,,,,,,,58,,,41,34,,,,42,,,56,,66,,60,,73,47,21,57,42,28,,,,,40,,,37,,,,,,,32,19,,,89,,,,,50,,,87,,,,,,,67,46,,,
user_071,,,,,36,,,,,,36,58,,,,,,,,,,37,69,16,,,41,13,34,33,46,56,,,34,,,,,,,,40,,30,10,,44,,,64,90,18,,,61,,67,55,64,,,13,33,24,,,46,,,,,,,,,34,,,,36,,,,,,,,83,,45,49,,,,57,44,81,,
user_072,,,,,43,,51,,,,,,,41,34,,,,,26,,68,43,,,29,,20,,24,,62,,,56,,,,,47,,,,,,,,,43,,57,,,,,,,55,81,,,44,38,23,,,30,,52,,,,,,,,,43,,,,,,,,,,19,,,49,,,47,,65,,82,49,
user_073,,,,,34,,54,34,38,,6,,,,23,,29,,70,21,,67,,,,62,,48,,31,,76,46,,,,,20,,40,,32,,,,,,,,,41,,,,12,,,76,68,12,46,23,,54,,,,,,22,,,,35,,,,21,,32,8,,,,,49,,,74,,,,,,,43,73,,,
user_074,25,,25,,,,,,,,,,16,57,37,40,,,,35,,29,,42,,51,,47,16,27,,,65,,,,,,26,21,82,,,,,,,56,50,,,,,,,,,71,,,,32,,,,,37,,,61,,77,,,,,,8,,,39,,45,,,,,,77,35,,,,32,,,62,,,
user_075,,,,,33,,,,45,,,,,62,,40,,,,,,,,,,19,,23,45,52,,,,44,14,,3,,,6,,,,,,,22,,12,,59,19,51,,50,21,,,,47,,22,,,34,,,,,57,53,,,,,,,43,,,49,,,,,,11,,84,,32,,,,,46,,74,38,
user_076,,,,,47,,,,,,61,,,64,38,,,,63,36,47,,,33,12,19,,30,,,43,,,,27,,,,,,78,,,53,,,,,,,61,,62,,,23,,44,24,,,,,40,,,24,15,20,,,,,44,,,48,,,,82,,,,,,,,84,61,,,,,45,,74,,35,
user_077,,,,,,,45,,,,,,,53,42,62,,,,,,19,,,,14,,,,52,74,49,,,,,,1,,,,80,,,59,,,,41,,33,31,34,,20,,,67,14,18,,21,,16,,,26,39,,,,,79,,,,,,,15,90,,,36,,,,,81,,36,,,39,,,,,,23
user_078,49,,,18,33,,55,,,,28,,,,27,58,,,,22,66,49,,,,,,33,,,,,,,,,,,,,,,,,,,,,13,,,18,,,,54,35,73,,67,61,,18,,,,,,21,,,,44,,,,,12,48,,91,,,,,,36,,83,,,,,,,48,44,,,
user_079,37,,,,45,,,26,,,4,63,,,26,,,,,35,,,59,34,,23,,,,,,,,59,,,,,,,75,,,,,,,,,,60,13,63,,,,,63,45,,51,42,,,,,16,,16,41,,,,,,,,,,,,,,,,52,,58,83,,,,,53,,56,,,45,
user_080,41,,,,,,27,,,,3,,11,,38,55,,,48,,,43,49,28,15,,,33,41,,57,77,,,66,,,48,,40,,,,,,,,,30,,62,,,,,,59,69,,46,,43,,,,55,54,,,62,,,73,45,,,,,,,49,,,,,51,,42,80,,,14,,,,,,,,
user_081,,,,,40,,,,,,,50,55,,,,,,,19,63,25,41,,,,,19,11,20,,42,43,,69,,,29,,,92,,,,,,,,45,,68,,21,,,,67,80,,59,,28,,,,,,,,47,17,,,,,44,,,,,,,,,,,,,78,34,,,,39,,,,81,,64
user_082,,,,,,,23,,15,,44,,,,,,,,76,,,32,,13,27,,,36,,50,,62,,,,,,,,,,,,60,,43,,,11,,35,,42,,,,51,56,,13,32,40,23,,37,,,46,,,,,,,,,,29,63,,62,,,,,,39,,78,,21,,73,39,,50,,,,
user_083,,51,,,39,,,15,14,,65,,37,,28,61,,,42,47,,96,40,,27,65,,,,,,,,,,,,,,,73,,,,,,,,,,54,,,,34,,38,,43,81,,,,,,,31,,52,,,,,,,,,,,21,,,31,,,,90,57,79,,,26,,,,,65,,53,
user_084,,,,,30,,,,,,6,54,,,,,,,,,57,,,,,,,23,,,,,,,,,,,,15,,,,,30,,,,,,,51,,,33,,50,54,,9,,,,23,,,25,,49,34,,,,,,,31,,,,79,,24,,,,88,,,40,,,,47,54,,,,,
user_085,,,,,54,,,,49,,21,75,,,,,,,,,59,,,43,,,,,,,,,,32,,,32,,,,,,,,,,,,,,,,63,,,,36,,,,36,,,,,,,,52,,,,,,,,,36,,,,,45,,,57,,,85,,34,,,34,94,,,,,
user_086,,,,,48,,37,,,,20,,56,,44,12,,,,,53,63,,53,47,,,13,,,41,74,,,79,,,,,,91,75,,,,,,,,,,67,16,,20,,56,54,74,83,,24,,19,,60,16,42,,28,,,,,,,29,18,,,35,,,,,20,,,74,,,,,38,,,77,,,
user_087,,,,,,,,,,,55,,,64,43,62,,,,49,,88,54,,,21,,4,,23,,59,,,,,23,11,,17,,,,,,,,59,51,,52,,,,32,,50,56,35,,47,56,,,,,32,38,,,,,,,,,,11,,,87,71,,,,,,,,,17,,71,,,64,,78,37,
user_088,,,,,43,30,,,,,,,,,,,52,,,17,,81,,,,47,,,31,47,,,,56,,26,,,,43,,,,71,,,,,,,59,,,,,,,70,,,,,,,,,47,20,17,57,,,,,,,,,,,14,,,,,22,77,46,76,,33,,,,43,41,,82,,
user_089,,,,67,,,,,,,43,35,,53,,,,,46,41,,31,,36,,,,8,15,,,63,,,19,36,,,,55,,,,34,,,36,56,50,,58,41,,,47,,53,63,39,,,,,,,,,,10,21,,,,,,,,,36,32,78,,40,,,,42,,74,44,,,,,,69,69,,,
user_090,,,,,,,,,,66,8,,15,,39,35,,,,33,,,49,,,,,59,46,,,,,,58,,,,,,,,,,,,,,15,,,,,,,60,45,46,43,74,54,50,,,,,,23,32,,,,,,,,,,53,,,,,,,,,,77,49,,33,,,,,,,,
user_091,,,,,29,,,28,,,,,20,47,30,62,51,,,,,,51,52,46,,,,,,,,,,52,,,,,,,,,,,,,,21,,62,,32,,,,51,,30,86,28,,,41,,33,,20,23,45,,,,,,59,48,43,,,44,,14,,,,51,,83,,,,,,,,44,,,
user_092,18,,,,41,,63,,53,,,74,,,20,,,,,47,,57,52,,53,,,15,25,19,,72,,43,19,,,53,,,,60,,,,,,,17,61,,32,,,,,,44,41,,,45,,,,,27,,12,34,,,,41,,,,,,,,,45,,,,33,,82,,,,62,,,44,61,,,30
user_093,,,,,46,,20,53,,,,,51,,,,49,,,,,20,,20,8,12,,27,45,,,,,,77,,,48,,,,,60,51,39,,40,73,45,,,54,35,,56,,,,,64,26,,,26,,,,,51,35,,,,13,,,,48,,,14,,,,,23,66,,80,,43,25,,,,55,,74,,56
user_094,,,11,,,28,57,,55,,,,,45,43,52,,,79,,,,,52,37,,,,,55,,,,,,22,12,,,,,45,,,,,,,,,,58,66,,23,,48,,45,,,,,,,,53,,,,,,,29,,,,,,,,,,,,38,,,85,53,,,,,,51,65,,,
user_095,,,,,,,58,,,,,,,,25,,,,53,,45,20,63,,26,64,,48,,,32,,,,,,,0,,,,60,,,49,,,41,,,,,43,,,,,,50,,43,,,,,,51,,20,,,,,,,,,41,,,85,,,,,,,,,,,,,51,,53,75,,,
user_096,,51,28,49,53,,,55,,,,,,49,,23,,,,38,,,,14,,,,,,45,,69,,,59,,,,,,,,,32,,,53,65,,,,,,,,,,,32,21,55,48,,,,,28,,,,,,,48,,,,40,,,,,,,,49,76,54,87,,,,,,,45,,,,
user_097,,,,,25,,,,,,39,72,,59,,50,28,,,31,,23,41,39,,,,39,,53,,60,,53,69,,,,,57,,,,,,,,,6,,42,,,,29,46,,48,,32,,,,,20,,,,,33,25,,65,,,,,46,63,,83,,,,,,42,,,,,,60,24,,50,,,,26
