user_id,query_001,query_002,query_003,query_004,query_005,query_006,query_007,query_008,query_009,query_010,query_011,query_012,query_013,query_014,query_015,query_016,query_017,query_018,query_019,query_020,query_021,query_022,query_023,query_024,query_025,query_026,query_027,query_028,query_029,query_030,query_031,query_032,query_033,query_034,query_035,query_036,query_037,query_038,query_039,query_040,query_041,query_042,query_043,query_044,query_045,query_046,query_047,query_048,query_049,query_050,query_051,query_052,query_053,query_054,query_055,query_056,query_057,query_058,query_059,query_060,query_061,query_062,query_063,query_064,query_065,query_066,query_067,query_068,query_069,query_070,query_071,query_072,query_073,query_074,query_075,query_076,query_077,query_078,query_079,query_080,query_081,query_082,query_083,query_084,query_085,query_086,query_087,query_088,query_089,query_090,query_091,query_092,query_093,query_094,query_095,query_096,query_097,query_098,query_099,query_100
user_019,48,27,,,18,,,85,,,,60,,,46,,21,,22,,31,,,,36,,52,,,50,,53,,,50,,,28,45,,,,,80,,,,17,,81,,24,,,21,,72,39,,39,26,26,32,,,63,,,,,59,,,,,,,,82,57,58,,,,,,,16,,,47,18,,,72,,84,78,25,
user_020,58,33,,47,,,,,55,,,7,,,36,,,,,,64,,,,9,,,,,,78,,,54,,,65,,56,,,,68,78,,,,,54,,,,,,,18,77,,,,,,33,,,42,,,79,69,,,64,55,,,94,,,,,,,73,,,72,55,,,33,,,,69,19,74,,14,47
user_021,,,,49,,47,,79,60,,,26,,,32,,,,,14,,,,,17,,,,,,,,,,50,42,,,61,,,7,,73,,,,,,41,,,,,,59,,52,,,,,15,,,,,,,,80,,,,,,85,,,42,,56,,66,35,33,17,42,12,,36,,,,,,,,,13
user_022,,,,81,,45,,78,48,49,,33,,,24,,39,,48,,,,,,,,,,,,77,,,,,,44,,48,,,,,74,,,,,,,,,,,,,,,,,38,,,,,46,,,41,,23,,,,,,93,,,,,,,76,50,,,33,,,18,,,31,73,,,,,
user_023,71,31,,47,,,,,,,,,,,29,52,,,,,,23,,,40,,,,24,,,,,33,,53,,18,61,,,,62,,,,,,,72,,,,,20,47,80,,,,19,,,84,41,49,,,52,,,,52,,,,,,78,,,,,61,,,49,56,,54,,57,,,81,,81,73,20,
user_024,41,22,,,,,,80,,28,,46,,26,,,,,,,,,,,,,,,,16,,,,35,24,11,,,34,,,,,75,23,55,25,,,,36,,,,,26,74,,,,,,,35,,43,,,,,42,,47,,,,,27,64,43,,,,,,,,41,2,,,12,,,58,76,,79,57,
user_025,,,,,,,,76,40,,,,,,32,,,,,,34,55,,,15,63,,,,,,,,39,,,49,43,,,,37,,72,,,64,,,,,,,,,,81,,,,,18,,,,54,,18,33,60,,,,,9,,85,,47,,,,,46,50,,,29,,37,32,,,78,69,24,,86,,
user_026,,52,,64,26,45,,84,50,,,,,,,50,,,,,,59,,,,,,,,,,,,27,22,,56,12,,,,,,80,,,49,30,,,25,,,43,,47,71,48,,,,,24,,68,,,,,71,,,80,,,15,94,,,51,,,,39,,,31,61,,,29,59,,,,68,,,,29
user_027,54,3,,49,,40,,71,45,36,,,,,,,,,,21,40,40,,,48,,,,,,75,,,31,,41,,,48,,,41,,77,,,,,,17,,,,,41,,76,61,,60,,,,,,74,,,60,,,,40,,,,93,,,44,,,,18,26,,93,,44,40,,41,,,59,,74,,41,31
user_028,,,,69,28,60,,87,69,,,,,,36,,,,,49,27,,16,,,,,,31,,,24,,,,,60,14,,,,58,,72,,,48,,,,35,,,,,,82,,,,,,,35,,,,,,70,,,58,31,,,88,,60,64,,,,44,,,23,,33,,,,40,,54,71,,,,
user_029,,,,,,79,,81,51,,,,58,1,16,,,,33,,65,,,,10,,,,,,76,,,19,,,57,,,,,,,71,,,,,,,,49,,,,11,84,,,21,,,33,77,74,56,,,,63,,,76,,,44,,,84,,,41,,,,57,,,2,52,,,,,51,,80,,33,
user_030,58,29,,,30,57,,80,,41,,,,45,,,,,,36,,,,,,,,,,15,,,,,,54,,,,,25,,,72,,,,,,67,,,,,41,,80,70,,,,,,,,25,,,63,,,81,41,,,,95,,,,64,,,8,42,,17,19,,,,21,,,68,,,,14,
user_031,,,45,57,44,76,,80,44,,,40,63,,34,50,,,,,,57,,,44,43,,,,,,15,44,,,,47,53,,40,,,,80,51,,,,,63,,35,,,33,53,,,,20,13,,37,73,35,,,,,46,,86,,,,25,78,,73,59,,,,42,,,,53,,57,,,,57,82,,97,,,
user_032,61,39,,,46,66,,83,,,,,,,,58,,,,,,,,,,,20,,,,,36,,29,,33,,,55,,,,,70,,,,,,50,,,,72,,,80,,,47,,,,,,,,,58,,,,43,,,44,,,,,19,,27,72,30,,83,19,,,41,,,66,83,69,,,50,
user_033,40,,,58,,,,,,,,50,,,,,,,,41,33,56,,,,,,,52,6,78,,,23,,,64,,,,,75,,,,,,,,55,,,,,,,86,,,57,,39,41,,,69,,,,55,,,41,,,,90,,,,,35,,35,,,,37,,,,,,86,46,,86,,54,
user_034,43,34,,,39,,,87,,16,,,,,36,,22,12,,,41,,,,17,,,,,,74,,,36,,,47,,58,,,,,72,,,,,,,33,48,,48,,,75,,,55,32,,49,,,,,,,74,,,79,,,,75,51,,,,,,,22,,,,,35,29,45,,,55,,66,,20,
user_035,60,,,,,55,,74,42,19,,,18,,,,,68,,,,,,,14,,,,,,,,,,,,,,,,,,,75,,,,,,,38,,,,37,42,86,54,,53,,33,,30,,38,,,,,,,,,,,,,,53,59,,,,45,,,,37,,,45,,,66,,,86,,
user_036,,,,,22,75,,82,,,,,,43,,,,51,,13,,,35,,20,47,50,,,,,,,,,,,,69,,,27,,73,,,,,,,,,,,,16,80,82,,26,26,,,,47,59,,,40,50,,78,80,,,,91,,65,54,,36,,84,,56,25,,50,43,37,,,,77,23,,81,,40
user_037,,,,81,10,46,,85,45,25,,,,,49,,64,,,,46,,,,,,,72,26,,75,,,,,,67,,,,,15,,80,,,,,,55,,51,,,,49,74,,,,,,7,,,51,,,,58,54,,69,,,,96,,66,58,,,,,29,,,27,,,,,,,,,,,31,22
user_038,,,,55,12,,,83,59,,,67,,,,,16,,,27,,,,,,39,,,,,76,37,,50,,,,59,,,,,,80,37,,,,,,29,,,,,,86,72,,47,20,,,,,47,,,,73,,,51,,36,,,34,,,,,,30,,34,27,,,,44,14,37,,69,21,,84,,
user_039,83,46,30,,,81,,,45,,,,,,24,53,,10,,,,58,,,17,,,,,,81,25,,,,,,,53,,,,,66,,,40,,,,,23,,,,43,,68,,,,15,,55,,21,,,,,,,44,,,21,89,,,,,,,,27,,58,,,52,39,63,,,,9,,,,32
user_040,52,11,,56,25,76,,86,52,32,,18,,,,,,,,35,,,,,,,,65,,,,16,,21,,6,57,,39,,,,,81,52,,,,46,,,16,,,,28,72,64,,19,,,,,73,65,,21,19,46,,,43,,,,,,79,,,,,19,,,,,30,36,,,55,,41,58,,85,14,26
user_041,50,9,,,,57,41,,,,,,45,52,40,,,,,,,46,,,21,,,69,,,,,,,,27,44,,,,,40,,80,,,,,45,57,,,,,,13,78,42,,28,43,,53,,59,32,,36,,,,,44,,,7,89,,50,,37,,,57,42,,,14,,,,,,82,75,34,65,,,31
user_042,,,,39,,61,,,,39,,,,,37,32,,,,8,,,,,,37,,,,,75,,,,,42,44,,48,,,,,79,,,,10,75,,,,,64,,53,,,,,,,41,94,,,,49,,,,,,,18,,90,,56,57,40,66,,50,32,,,,10,,53,26,57,,52,38,79,,51,
user_043,,,,,18,63,,82,41,,,45,51,64,,,,,15,,66,,,60,44,41,,,,,,,35,,,,56,,,,,,,,25,,,,,,,,,,28,,73,60,,21,27,12,9,,36,52,,,,,,,56,,,,,,42,57,,42,,11,44,,,14,,,19,,,,75,94,,,4,36
user_044,,,,,36,,,82,53,,,,,34,40,,35,,47,,,,,,,,10,,,,76,,,,24,,64,,67,,,,,,25,,22,,,,,43,15,,,50,72,,,,43,,,24,,35,,,,,,,58,,41,,94,,,,40,,,76,36,59,31,,,,,,,,70,,84,80,51,
user_045,75,,,,9,82,,76,65,,,34,44,58,43,,,8,,,,35,,,,,,,,,,,,,,,,27,,,,,,66,,,,,,52,36,,,37,,,71,,,,37,,55,43,29,32,,,,,,78,67,,,,,,53,60,35,64,,,24,,,,,,,44,,,,,,71,21,
user_046,,,,,,,29,79,56,,,75,,,46,,,,,17,,20,,,22,,,,,,,,,,58,25,,,35,,,,,78,,44,,11,,30,,,,,,,78,,,,,36,,,45,22,,,,52,,,74,21,,,,,,,,,,66,33,,46,44,41,,,21,,70,57,,,,,
user_047,65,33,,75,13,78,,81,48,50,,21,,,,15,,59,,,,,,,,37,,,,,,,,,,44,65,47,58,,,,44,70,,,50,,19,,,37,,33,,17,,80,,,,,,89,,60,,,32,,,,41,,,,85,44,48,52,,14,,75,,,60,,,63,42,39,,,41,,,69,,34
user_048,55,,,37,47,,29,81,57,,,42,,,34,,,54,,14,45,,,,,,,,,,,,,17,,,51,,35,,,53,,69,,,,,,,,,,,,53,83,,,,32,,,,,21,,,70,,,,,45,,,88,,74,35,,,,14,41,,61,,,49,,,,,,48,,85,,
user_049,49,,,66,,38,90,81,59,,,,,,,,,,,53,57,56,,,35,,,,,,,,,,,29,,41,77,,,,,80,,,,,,66,,37,,,,,75,,,44,,,,,,56,,51,,,53,92,46,,,,,,49,55,,,,74,,,20,,,65,,10,,,77,,,80,,
user_050,73,35,,,45,,,81,58,,,13,,,,,37,,,,,,,,22,,,,,,,20,,,,,,,41,,,76,,80,,19,,52,,,,15,,,,54,,44,,,,,33,,,,,,,47,22,,,61,,,76,24,36,60,23,18,,82,31,,,,,,,,,,,3,96,,20,18
user_051,,,,,40,81,,,47,,,,,,18,,,,,29,53,17,,,,,,,,,78,,,23,,,61,,,,,,,72,,,,,,,53,41,,,,,76,53,,,47,45,49,,89,42,,,,,,,,,,,,,85,,,15,,,,33,36,61,,52,,25,40,,56,24,,,11,
user_052,36,60,,35,,,,87,71,,,,3,41,25,,54,,,39,,,,,,30,,,,,81,,,34,,,52,37,,,,77,,73,,,,,,,,,,,,10,80,,,35,,,46,,,,,,,54,,,78,50,10,,80,,72,54,,,,,,,,,10,65,,38,,,,,,,57,
user_053,58,54,,,,69,,71,,14,,,,,,,,,,49,,,,,,,,,,,80,,,23,,22,63,,,,,61,,71,,,,40,,79,55,30,,55,,18,76,69,,,8,,,21,,,,16,,46,,,69,,,,78,,35,,,42,,34,,,,,3,,,,,,,35,,84,57,
user_054,76,9,,66,,,,,63,,,,37,46,38,,,41,,,,,,,50,,,,,,76,,,33,,,,31,76,,,94,,69,39,,,47,,56,32,27,,,,,78,,,,,,,,,68,,,,,,,,,27,,78,,67,38,,,70,71,,,,17,,38,12,,,,39,,,78,,
user_055,72,45,,,26,,,69,37,36,,,,3,,51,,,,,,,,,22,,,,,,,,,52,,,47,,,,,,,,56,,52,,19,,15,43,,,,,73,,,,,,54,,,,,,,49,,,63,58,,,83,,74,,,46,,31,31,43,,,,,17,,,,,7,74,,41,
user_056,,21,85,,,65,,81,53,28,,60,,,19,,,,39,41,47,,,,,,,,,,,,,38,,,66,,,,,,,77,,,,,,,37,18,,,,,74,,,,,46,,,,73,,,,43,,,,,,,94,,83,54,,,,59,,,,60,,,,10,11,,47,,91,69,5,
user_057,,,,51,41,35,,,49,,,,,,20,,,,,39,,29,,,18,,,,,,,,,20,,31,49,,75,,,,,,,,,,,26,,,,56,20,39,84,,,47,,35,50,,,39,,36,21,58,,,55,42,,,,,,53,,,,24,,,,23,,,,25,11,,49,17,,,24,
user_058,58,,21,38,,59,,81,,37,,41,53,28,36,39,,63,48,41,60,12,,,35,,,,,,74,,,,,22,,,59,,,18,,,,,,,,,,18,22,,,23,71,61,4,,,,44,,40,,,55,,,33,,49,,,4,85,,42,,48,,,57,34,,,34,36,39,13,,25,,69,,82,,,
user_059,,5,,,,49,,72,,,,,,,,,,,,27,34,,,,31,,,58,,,,,,54,,,66,54,,,52,23,,67,45,,48,,,64,,,,,,50,,,,,36,,52,,89,68,46,,,,,,,,,38,,,,,36,,,15,,,,,,65,17,40,,,49,,88,,,
user_060,82,53,,58,,,,74,66,18,,49,21,,,,,7,,9,36,,77,,,,,,,,75,,,28,,,58,,49,,,33,42,68,,,,,,30,,49,,40,44,,84,,,45,,,29,,27,,,,,,,,43,,,28,94,,60,,,,,81,31,35,,,45,41,,31,,,41,,79,,,12
user_061,,56,,,,,,85,53,21,,54,,,19,,,,20,45,,16,,,49,,,42,55,,80,,,,,,,,47,,,,24,78,,,51,,,,17,22,,,,,72,,,,,,45,,,29,,27,,,,,,,,,,,36,,,68,,38,,65,,,,,,,,,,,,75,51,
user_062,,25,,55,,,,71,62,,,,,,,,17,,46,56,,51,74,,,,,,,,76,20,,,,34,45,,63,,,,,75,,,,25,,44,,,,,,,85,,,42,,,23,,53,66,,,,48,,,66,42,,,,,40,,52,,,21,,,36,,14,,,,,66,53,,90,71,,19
user_063,68,4,,45,,,,82,62,,,55,,,,,,,22,50,,48,,,,,,41,,,,51,,32,40,,58,,42,,,57,,79,30,,,19,,,,,,,,36,,,,,,,40,,,,,,34,68,50,,54,,,,91,,,52,,,,,27,,75,19,,60,,66,53,,67,,88,74,43,
user_064,35,15,67,,28,40,,82,69,31,,,35,,,,,,,26,38,38,,,,,,,,40,,,,38,,30,54,,,,,,,71,41,58,,,77,55,,14,,,,,73,83,,,14,,21,,,53,,,,,,,68,,,,,,73,40,38,23,,67,,,42,,,43,66,,,,58,,,,52,
user_065,,,,71,16,,,,57,43,,19,,30,29,30,,,,19,,46,,74,34,,,71,,,,,,,,25,67,,,,,,,81,,,,,,52,,40,,36,,14,74,,,,,,,,,,,,59,68,,90,72,,,,,44,71,,,67,,56,53,,,28,,64,,48,,,50,17,,77,45,37
user_066,,,,71,37,62,,77,68,,,,31,,27,,,,,12,,20,,,34,,59,59,,,74,,31,35,,,,,60,,22,,,76,40,,33,,,,,,,,,,83,58,,42,,,46,,72,,,,58,63,,,,,,46,,60,66,,,,,79,,,60,19,,,,,,81,48,17,,,,39
user_067,38,,,72,,,,72,60,,,,,,16,,,62,,,63,,,,,,,,36,,76,,,,,14,66,,73,,,,,68,,,,37,80,20,,18,,,,42,,70,,,,,,32,,23,,,,43,,,44,,,,,,61,35,55,,27,32,,,,,34,51,32,26,,,72,,,,,
user_068,,23,,,,,,,56,,,16,,,29,46,,,,,26,25,,,51,,,,,,77,,,,,,,,,,,14,,73,44,,20,,,75,,,,57,,,71,,,53,,,7,,,80,,,,68,,,,,,,86,,,,,,,,,,,55,27,,23,,34,,60,,,,55,39
user_069,,33,,,,66,,86,,,,44,25,64,,,,,,,29,37,,,45,60,,,42,,80,,,16,,,60,,,,,,,68,,,,,,,51,,,,19,12,,68,45,34,,,32,,31,62,,13,21,,,,68,,25,,77,,,,,,,,23,56,39,35,,53,,,,,58,15,,70,27,32
user_070,,5,,33,16,82,,87,51,,,61,,,26,,24,,45,,43,,,,28,,,,,39,,,,38,,51,,,,,,50,,79,,,33,,19,71,,48,,,46,,82,,9,20,33,,,67,,40,,53,22,57,,,76,,,38,77,18,78,,,,,,,,39,,,,65,,,,36,,,,17,21
user_071,64,15,,,19,,,82,39,,,,,,,,,,,,,50,,,36,36,,56,,,,,,33,,34,65,,58,,19,,,77,26,,17,,,60,,40,,,,28,82,,,,,,,,,77,,,,,,,41,,,,79,,,,,19,,63,33,,26,,22,39,,8,,,63,,93,,,
user_072,81,52,,,37,,,74,47,32,,47,23,,50,,,,32,,,,,30,18,,,,,,,,,,34,,,44,51,,,,,69,,,,15,,,29,46,,,,,82,,,52,,23,48,,62,,,,,60,,,55,,,2,,,55,,,,,28,,59,63,12,47,,,,,,41,,78,,55,
user_073,68,54,,,37,,,77,43,,,14,22,,45,,,29,,55,53,43,,,26,,,,,,76,,,28,,53,56,,,,,28,,74,21,,27,,,49,,22,,,,11,89,,,,22,50,14,,44,49,,22,,,,,59,17,,,85,14,43,64,,,,,,,55,,,,,40,,,,,,,,17
user_074,51,,,,18,,,76,49,19,,,,,,64,,,,66,,,,,,,,,,49,,,,42,,28,56,,,,,,,,47,36,26,,,54,,,,53,,45,79,83,,,,27,27,,,55,,54,,51,,,,,9,,77,,67,,,,,,,,,57,,,,15,17,41,59,,78,,,33
user_075,45,31,,72,41,76,,80,,52,,,,,,,,,,24,38,,,,,,,,,,75,,,,,,57,,,,,50,,75,24,,,,,21,,,,59,,,74,,,,20,,39,,36,56,,,30,45,,,68,,,,,,69,,,,,,,,73,,,,,52,,35,65,,83,,14,
user_076,,,,65,,60,,71,48,55,,39,,,,,,,,,65,,,,,,,,33,,77,,,,,,,,,,,,,68,,,27,22,,72,,43,,,,,86,53,41,,,,,,,23,35,,,69,,,53,,49,,88,,38,41,57,,,,40,,,54,2,61,,15,,,,59,,79,,
user_077,41,,,63,,69,,84,,,,71,,,40,54,,,,11,48,,,,,27,,,,,78,,46,,,,60,53,,,,,,,,50,,,,,,,,,,40,74,,,,,,40,,28,42,,,,54,,,61,,,23,,,45,,,,,,20,,,18,47,,,10,,,51,,,,31,
user_078,76,12,,83,20,69,,87,48,,,44,61,,17,,26,,,15,43,,,,,,,,46,,,,,,,,,,44,,,,,79,,,,55,,,,34,,46,,12,79,,,,,,,,,,,,36,60,,,80,,6,,81,,47,61,37,,68,56,34,,93,,27,35,14,13,57,,42,,,77,16,49
user_079,,,,55,11,,,81,50,18,,51,35,,,,,,,,,47,,,10,14,,,,34,,,,,,42,48,38,,,,,,,,,64,,,68,,55,,63,,,86,71,,,,,16,65,,38,,,,68,,,,,,55,94,,57,,,,,78,49,,80,,,,22,65,,,,20,,70,,
user_080,53,,,,18,64,,83,70,,,54,,,48,21,,,,,,59,,,37,,,,,24,,16,,,,,63,,44,,,61,4,68,,,,,,,,50,,,,,89,63,,45,,34,,48,,77,,56,,74,,,78,40,,,96,,51,56,36,,,53,25,49,70,,,40,8,,,,83,53,,,54,28
user_081,40,,,,,64,,,54,,,,,,34,,,,,18,,,,,,,,,,,81,,,,,,56,,,,20,,,,,,,,,,,,,,25,,82,,,,31,29,17,47,,46,,,76,,76,,,,,54,,,,,,,,,38,,,,,,52,,,,,73,,,,
user_082,76,23,,57,,52,52,69,44,29,,,,,,,,3,,7,35,9,,,40,,,,,,80,20,,33,43,53,,,67,,,,,81,,,50,,,45,43,54,,,,,,,,21,36,20,7,,36,72,,41,,72,,,,,,,88,,51,49,14,,,66,47,45,,,,,,29,,,64,8,,78,,22
user_083,78,15,,,30,,,76,66,44,,,,15,23,,23,,20,20,62,,,,,,,,,,81,,,43,,53,65,,59,,,84,,,,,15,38,,,48,,,,,18,,,20,44,,,29,,44,,,,55,50,,,,,,,77,,84,,55,,,73,,,,,,,,,,,81,34,,,49,
user_084,,,,33,,,,69,57,,,35,,,25,,,17,46,,24,,,,,34,,,,,,43,,,,44,,,65,,,9,,74,,,63,,,61,,,,,40,,80,40,,,23,,,95,,67,,,58,,36,,48,52,,,82,,46,,,,,77,,,83,60,8,38,64,,,,,,,,,
user_085,40,23,85,37,,,,,68,,,,,,,,19,35,,,,,,,,,,,,,75,22,,,,,,,,,,,,78,50,,,,,59,,58,14,,,10,83,,,,21,,,,,,,,34,,,,,,,,94,,53,,,,,,31,,,,3,,,,18,65,,,83,,17,39
user_086,66,30,,,30,,,87,64,48,,43,,,37,47,60,,27,43,42,,,,13,,,,,,79,,,,,,,,,,,,,,,,,,,58,,,,,44,,88,,,26,,,9,,52,38,,,,65,63,,44,,35,43,87,13,53,61,47,,,58,,52,,,,,42,,52,,37,65,,,,
user_087,76,35,,56,32,,,73,73,56,,,,,,45,,30,,54,40,,,,,,,,,,81,,,50,,46,,64,74,51,,61,41,78,,,,18,,,48,45,,,,53,,80,,,,,,,,70,,51,,,22,,66,,10,,85,,56,45,,56,,71,20,,76,,,,44,,,,,89,81,,,
user_088,47,49,,,,65,,83,55,,,7,,,26,,,,43,,,56,,,12,,,,,,81,,,,,36,,48,66,,,,,,,,62,14,69,,,47,,,,16,71,76,,,,,,56,,39,,,61,51,,,54,,,,81,,,,,,,82,36,,47,35,,62,,,,,69,5,,82,10,
user_089,,,,40,21,59,,77,,30,,,,,,54,,,,62,59,,,,,,,36,,,75,,,47,,,58,44,,,,,,80,,,,,,86,,,,40,,,83,,,,,,,,36,,,,77,55,,,56,,,,86,61,51,,,43,,17,49,,,,16,62,56,39,,,35,,96,73,,
user_090,65,59,,,,,,82,,36,,,,,,,40,66,,,,23,,,,,,63,20,,76,,,,,46,,28,34,,,6,,78,23,,3,,,,,,,35,,,87,,,,29,,45,,66,,,18,71,,43,,,42,,,95,,,,,,,,,,,49,9,,,18,,,,,,73,28,
user_091,47,12,,,,42,,73,50,60,,,,18,38,,9,56,,16,,,,,51,,,74,,,,,,46,,,47,,,,,,,,,,,,,,,,,,,58,89,,,30,19,,,,19,,,,,50,,,,,21,,86,,39,39,,,,,,,69,40,18,,,,,89,53,,84,73,57,36
user_092,79,8,,38,,,,84,39,,,,,15,32,,,,47,,,46,,,,,,,,18,,,,54,,,65,,,18,,,,68,,,,,,,,19,,,,42,,46,,25,,,17,,,,41,21,,56,,,,21,27,,,,43,64,25,,91,25,,,,,,,48,,56,,55,,,,,
user_093,58,21,,,28,53,,84,40,55,,,,40,,,,51,27,22,,,,,,64,,,,,76,,41,,,28,45,,,,,,,,46,,63,,84,,,47,,,47,,85,68,,36,,21,,12,,,,,,,,,59,60,,,,,69,,31,62,,76,36,,67,,19,,,,,,68,88,,75,39,18
user_094,,,,78,,,,85,,51,,,,,,,58,62,,,,26,55,,,,,,,,,,,,,,,,54,,,,,,,,,,,,33,58,,,,,76,,,,,,,38,,,,41,,,,,40,,,,93,,,,,,,62,51,43,48,,,,,24,,,35,,76,,,38
user_095,68,43,,,,40,,84,,,,59,,,,,,53,,,,17,,,33,,16,,,,,,,29,,,51,58,,,,,,76,,,7,,,,,,,38,,,80,40,,57,,,28,,69,,,,,,,,55,,,,,25,73,,61,54,,35,,,,23,,,,,12,,36,81,,69,,
