id,content
query_0108,Surname=Morris AND Name=Evelyn
query_0109,Profession=botanist AND Age=5 AND Name=Daisy
query_0110,Profession=air traffic controller
query_0111,Profession=artist AND Surname=Ramirez
query_0112,Profession=barber AND City=Catania AND Name=Aria
query_0113,Surname=Jackson
query_0114,City=Oslo AND Age=72 AND Name=Annie
query_0115,Age=88
query_0116,Profession=business manager
query_0117,Profession=architect AND City=Brussels AND Surname=Ford
query_0118,Age=84
query_0119,Profession=market researcher
query_0120,City=Lima AND Surname=Patterson
query_0121,City=Toronto
query_0122,City=Donetsk AND Age=49
query_0123,Profession=political scientist AND Name=Daniel
query_0124,Profession=air traffic controller AND Name=Emily
query_0125,City=Donetsk AND Surname=Powell AND Age=83 AND Name=Evan
query_0126,Profession=artist AND Surname=Hamilton
query_0127,Profession=dietitian AND City=Seoul AND Age=14 AND Name=Daisy
query_0128,Profession=teacher AND Name=Noah
query_0129,Profession=business manager AND City=Graz AND Surname=Kelly AND Age=28 AND Name=Claire
query_0130,Profession=animal trainer AND City=Bucharest AND Name=Ashley
query_0131,Profession=data scientist AND City=Manchester AND Age=82
query_0132,Profession=chiropractor AND City=Hamilton AND Surname=Gray AND Age=9 AND Name=Scottex
query_0133,Surname=Gonzales AND Age=69 AND Name=Brianna
query_0134,Profession=athletic trainer AND City=Montreal AND Surname=Cook AND Age=72 AND Name=Michael
query_0135,City=Ljubljana AND Surname=Rivera
query_0136,Profession=baker AND City=Venice
query_0137,Profession=sales representative AND Name=Alexandra
query_0138,Profession=public relations specialist AND Age=39 AND Name=Colton
query_0139,Age=77
query_0140,City=Tirana AND Age=37 AND Name=Bitmap
query_0141,Profession=dietitian AND City=St. Petersburg AND Age=8
query_0142,Name=Isabella
query_0143,Profession=advertising executive AND City=Bangkok AND Name=Amber
query_0144,Profession=acupuncturist AND City=Bucharest
query_0145,Surname=Martin AND Age=5
query_0146,Profession=interior designer AND Surname=Bailey
query_0147,Profession=chiropractor AND Name=Carter
query_0148,Age=15
query_0149,Profession=plumber AND City=Vilnius AND Surname=Howard
query_0150,City=Cape Town AND Surname=Bryant AND Age=17
query_0151,Profession=teacher AND Name=Evan
query_0152,Profession=technologist AND Age=67
query_0153,City=Mumbai AND Age=25 AND Name=Ivano
query_0154,Profession=beautician
query_0155,Profession=biomedical scientist
query_0156,Profession=artist AND Surname=Hayward
query_0157,Surname=Morris AND Age=34
query_0158,Profession=airline pilot AND Name=Emily
query_0159,Profession=judge AND City=Tokyo AND Surname=Bryant AND Name=Liam
query_0160,Profession=geologist AND Surname=Cox AND Name=Andrew
query_0161,Profession=data scientist AND Surname=Griffin AND Name=Daisy
query_0162,City=Hanover AND Name=Kee
query_0163,Profession=doctor AND City=Honolulu
query_0164,Age=55 AND Name=Benjamin
query_0165,Profession=animal trainer
query_0166,City=Sydney AND Name=Cora
query_0167,Profession=historian AND City=Graz
query_0168,City=Geneva AND Age=52
query_0169,City=Copenhagen AND Name=Noah
query_0170,Profession=biomedical engineer AND Surname=Johnson
query_0171,City=Manchester AND Surname=Jordan AND Age=53
query_0172,Profession=technologist AND City=Santiago AND Surname=Taylor AND Age=82 AND Name=Evelyn
query_0173,Profession=automotive engineer AND Surname=Richardson
query_0174,Profession=web developer
query_0175,City=Chicago AND Name=Coulomb
query_0176,Profession=pilot AND City=Mexico City AND Name=Amber
query_0177,Surname=Allen AND Age=50
query_0178,Profession=aerospace engineer AND Surname=Russell
query_0179,Profession=athletic trainer AND Age=54
query_0180,Surname=Roberts AND Age=29 AND Name=Adam
query_0181,Profession=bookkeeper AND Surname=Peterson
query_0182,Profession=animal trainer AND Age=10
query_0183,Surname=Myers AND Age=28
query_0184,Profession=writer AND Name=Emily
query_0185,Profession=interior designer AND City=Hawaii AND Surname=Nelson
query_0186,City=Krakow AND Name=Brooke
query_0187,Profession=botanist
query_0188,City=Barcelona AND Age=93
query_0189,Surname=Mitchell AND Name=Callum
query_0190,Profession=occupational therapist AND Age=11
query_0191,City=Manchester AND Age=68
query_0192,Surname=Lopez AND Age=9 AND Name=Amelia
query_0193,Profession=fire fighter AND Name=Teddy
query_0194,Profession=acupuncturist AND City=Lima AND Age=89 AND Name=Finley
query_0195,Profession=architect AND Age=104
query_0196,City=Yerevan AND Age=8 AND Name=Benjamin
query_0197,Name=William
query_0198,City=Riga AND Name=Coulomb
query_0199,Profession=automotive engineer AND City=Singapore AND Surname=Johnson AND Age=98 AND Name=Brianna
query_0200,Profession=mechanical engineer AND Name=Chloe
query_0201,Profession=carpenter AND Name=Scarlett
query_0202,Profession=nurse AND Surname=Barnes AND Age=13
query_0203,Profession=chiropractor
query_0204,City=Amsterdam AND Surname=Cook AND Name=James
query_0205,Profession=entrepreneur AND City=Zurich AND Surname=Johnson
query_0206,Profession=therapist AND City=Vilnius AND Surname=Myers AND Name=Andrew
query_0207,Surname=Gray AND Name=Carter
query_0208,City=Manchester AND Surname=Baker
query_0209,Surname=Diaz AND Name=Alexander
query_0210,City=Bangkok AND Age=23
query_0211,Profession=social worker AND City=London AND Surname=Henderson AND Age=65
query_0212,Surname=Rodriguez AND Age=90
query_0213,Profession=management consultant AND Age=21
query_0214,Profession=animal trainer AND Age=60
query_0215,Profession=baker AND Name=Cooper
query_0216,Surname=Perez AND Age=89
query_0217,Surname=Collins AND Name=Bryan
query_0218,Profession=antique dealer AND City=Honolulu
query_0219,City=Paris AND Name=Aria
query_0220,City=Dubrovnik AND Name=Igor
query_0221,City=Montreal AND Name=Sophia
query_0222,Profession=architect AND Surname=Roberts AND Name=Liam
query_0223,City=Bydgoszcz
query_0224,Profession=archaeologist AND City=Christchurch AND Age=27
query_0225,Profession=fire fighter AND Name=David
query_0226,Profession=teacher AND City=Gdansk AND Surname=Ross AND Name=Adam
query_0227,Profession=therapist AND City=Hamilton
query_0228,City=Hawaii AND Name=Noah
query_0229,Age=72 AND Name=Blake
query_0230,Profession=aerospace engineer AND Age=79 AND Name=Daniel
query_0231,City=Helsinki AND Name=Blake
query_0232,Age=89 AND Name=Colton
query_0233,Profession=advertising executive AND Surname=Long AND Name=Emily
query_0234,City=Manchester AND Surname=Brooks
query_0235,City=Bucharest AND Name=Marghe
query_0236,Profession=agricultural technologist AND Surname=Torres
query_0237,Surname=Murphy AND Age=42
query_0238,Profession=sociologist AND City=Vilnius AND Age=40
query_0239,Name=Filippo
query_0240,Profession=business manager AND Name=Campbell
query_0241,Profession=technologist AND City=Riga
query_0242,City=Hong Kong AND Surname=Cook AND Age=80
query_0243,Surname=Lopez AND Age=36
query_0244,Profession=carpenter AND Surname=Smith AND Name=Olivia
query_0245,Profession=agricultural engineer AND Name=Benjamin
query_0246,Profession=massage therapist AND City=Dublin AND Name=Olivia
query_0247,City=Mexico City AND Name=Kek
query_0248,Age=99
query_0249,Profession=accountant AND City=Berlin
query_0250,Profession=homeopath AND City=Geneva AND Age=35
query_0251,Profession=barber AND Age=22
query_0252,Profession=biomedical engineer AND City=Zurich AND Surname=Martinez AND Name=Elizabeth
query_0253,City=Madrid AND Surname=Rodriguez
query_0254,Age=82 AND Name=Debra
query_0255,Surname=Green
query_0256,Profession=massage therapist
query_0257,Profession=athletic trainer AND City=Minsk AND Name=Michael
query_0258,City=St. Petersburg AND Surname=Perez
query_0259,Profession=psychologist AND Age=94
query_0260,Name=Noah
query_0261,Profession=sociologist AND Name=Emily
query_0262,Surname=Flores AND Name=Oliver
query_0263,Profession=sales representative AND Age=13
query_0264,Age=71 AND Name=Bryan
query_0265,Surname=Diaz AND Age=27 AND Name=Charlotte
query_0266,City=Beijing AND Surname=Roberts
query_0267,Profession=aircraft mechanic AND City=Zurich AND Surname=Jackson AND Age=100 AND Name=Colton
query_0268,Name=Christopher
query_0269,City=Chisinau AND Surname=Wallace AND Age=16
query_0270,City=Zurich AND Surname=Davis AND Age=20 AND Name=Claire
query_0271,City=Shanghai AND Name=William
query_0272,City=Beijing
query_0273,Surname=Wright AND Age=98 AND Name=David
query_0274,Surname=Myers AND Age=26
query_0275,Profession=entrepreneur AND City=Frankfurt AND Surname=Hughes AND Age=20 AND Name=Brooklyn
query_0276,City=Dunedin AND Surname=Bell AND Age=38 AND Name=Claire
query_0277,Name=Aiden
query_0278,Profession=industrial engineer AND Age=49 AND Name=Wojchek
query_0279,Profession=environmental scientist AND City=Wellington AND Surname=Simmons AND Age=96 AND Name=Colton
query_0280,Profession=audiologist AND Name=Filippo
query_0281,City=Shanghai AND Surname=Alexander AND Age=19 AND Name=Teddy
query_0282,Profession=plumber AND Surname=Moore AND Name=Ava
query_0283,City=Cluj-Napoca AND Surname=Peterson AND Name=Aiden
query_0284,Profession=statistician AND Age=79
query_0285,Profession=geologist AND City=Glasgow AND Surname=Myers
query_0286,Profession=agricultural scientist AND City=Tokyo AND Age=46
query_0287,City=Munich AND Surname=Phillips
query_0288,Surname=James AND Age=93
query_0289,Age=43 AND Name=Filipa
query_0290,Age=32
query_0291,Surname=Moore AND Age=33
query_0292,Age=60 AND Name=Angela
query_0293,City=Graz AND Surname=Russell AND Name=Carter
query_0294,Profession=management consultant AND Age=31 AND Name=Carson
query_0295,City=Zurich AND Age=103
query_0296,City=Hanover AND Name=Daniel
query_0297,Profession=hairstylist AND City=Rotterdam
query_0298,Age=36 AND Name=Noah
query_0299,City=Sofia AND Surname=Murphy
query_0300,Profession=accountant AND City=Cologne AND Surname=Jenkins AND Age=20 AND Name=Ben
query_0301,City=Lima AND Surname=Martinez
query_0302,City=Rio de Janeiro AND Surname=James AND Age=79
query_0303,Profession=airline pilot AND City=Brussels AND Surname=Jackson AND Name=Ella
query_0304,City=Santiago AND Age=43
query_0305,City=Munich AND Name=Kek
query_0306,Profession=artist AND City=Tbilisi AND Surname=Woods AND Age=49 AND Name=Wojchek
query_0307,Profession=athletic trainer AND City=Birmingham
query_0308,Surname=Davis AND Name=Dakota
query_0309,Profession=web developer AND Age=92
query_0310,Profession=data scientist AND Surname=Gonzales
query_0311,City=Moscow AND Surname=Collins AND Age=95 AND Name=Cooper
query_0312,Profession=beautician AND Surname=Patterson
query_0313,Profession=real estate agent AND Age=71 AND Name=Carson
query_0314,City=Belgrade AND Name=Cameron
query_0315,Name=Amber
query_0316,Age=74 AND Name=Debra
query_0317,Profession=botanist AND City=Hanover AND Age=25 AND Name=Amanda
query_0318,Age=30
query_0319,City=Florence AND Name=Teddy
query_0320,Profession=industrial designer AND Age=90 AND Name=Brianna
query_0321,Profession=judge AND City=Plzen AND Name=Filippo
query_0322,Profession=registered nurse AND Name=Jacob
query_0323,Age=10 AND Name=Giacomello
query_0324,Profession=writer AND Age=53 AND Name=Cameron
query_0325,City=Tbilisi AND Surname=Parker AND Name=Caden
query_0326,Age=93 AND Name=Faith
query_0327,Profession=financial planner AND Surname=Barnes
query_0328,Profession=political scientist AND Age=16 AND Name=James
query_0329,Profession=nurse AND City=Beijing AND Age=103 AND Name=William
query_0330,Age=90
query_0331,Profession=web developer AND City=Bratislava AND Surname=Washington
query_0332,City=Hamilton AND Surname=Bryant
query_0333,Profession=astronaut AND City=Prague AND Name=Daisy
query_0334,Age=44
query_0335,Surname=Ford AND Age=31
query_0336,Profession=agricultural engineer AND Age=73
query_0337,City=Mexico City AND Age=72
query_0338,Profession=air traffic controller AND Age=96
query_0339,City=Sydney AND Age=95
query_0340,Profession=baker AND Surname=Hayward
query_0341,Profession=plumber AND City=Hanover AND Name=Faith
query_0342,Profession=airline pilot AND City=Honolulu AND Surname=Hernandez
query_0343,Age=20 AND Name=Benjamin
query_0344,Name=Daniel
query_0345,City=Venice AND Surname=Young AND Age=70
query_0346,Profession=actor AND City=Edinburgh AND Surname=Simmons
query_0347,City=Barcelona AND Age=13
query_0348,City=Minsk AND Surname=Davis
query_0349,City=Budapest
query_0350,Age=29 AND Name=Evelyn
query_0351,Surname=Brooks AND Name=William
query_0352,Age=22 AND Name=Blake
query_0353,Profession=librarian AND City=Bangkok AND Name=Brooke
query_0354,Surname=Howard AND Age=38
query_0355,Profession=event planner AND Name=Samual
query_0356,City=Krakow AND Surname=Baker AND Age=20 AND Name=Oliver
query_0357,Profession=planner AND Name=Annie
query_0358,Age=81 AND Name=Filippo
query_0359,Profession=agricultural engineer AND Age=8 AND Name=Penelope
query_0360,Surname=Brown
query_0361,Name=Campbell
query_0362,City=Lima AND Surname=Stewart AND Age=102 AND Name=Bitmap
query_0363,Profession=event planner AND City=Glasgow AND Surname=Green AND Name=Amelie
query_0364,City=Athens
query_0365,City=Dublin AND Surname=Myers
query_0366,Profession=agricultural engineer AND City=Bangkok AND Surname=Thompson AND Age=14 AND Name=Adriana
query_0367,Profession=aircraft mechanic AND City=Santiago AND Name=Filipa
query_0368,Profession=mechanical engineer AND Surname=Young AND Age=17
query_0369,Surname=Reed AND Age=80
query_0370,Profession=nurse AND Age=53
query_0371,City=Belgrade AND Name=Aiden
query_0372,Profession=judge AND City=Chisinau
query_0373,Profession=advertising executive AND Surname=Reed AND Name=Jacob
query_0374,Profession=geologist AND City=Thessaloniki AND Surname=Harris AND Age=93 AND Name=Brianna
query_0375,City=Graz AND Age=72
query_0376,Profession=data scientist AND City=Hanover AND Surname=Foster
query_0377,City=Oslo AND Surname=Ross AND Name=Wyatt
query_0378,Profession=teacher AND Surname=Sullivan
query_0379,City=Cologne AND Surname=Sanders
query_0380,Profession=financial manager AND Age=20
query_0381,Surname=West AND Age=58
query_0382,Age=46 AND Name=Ben
query_0383,Age=63 AND Name=Brayden
query_0384,City=Buenos Aires
query_0385,City=Vilnius AND Surname=Davis
query_0386,City=Lisbon AND Surname=Graham AND Age=101
query_0387,Age=24 AND Name=Delilah
query_0388,Profession=police officer AND Surname=White
query_0389,Profession=barber AND City=Cape Town AND Surname=Bennett AND Age=8 AND Name=Benjamin
query_0390,City=Honolulu AND Age=38 AND Name=Victoria
query_0391,Profession=architect AND City=St. Petersburg AND Name=Dale
query_0392,Profession=therapist AND City=Chisinau
query_0393,Surname=Bell AND Name=Daniel
query_0394,Surname=Myers AND Age=94
query_0395,Profession=industrial designer AND Surname=Morgan
query_0396,Age=101
query_0397,Age=71
query_0398,City=Shanghai AND Surname=Bryant
query_0399,City=Honolulu AND Surname=Nelson AND Age=32 AND Name=Carson
query_0400,City=Baku AND Age=51
query_0401,Profession=registered nurse
query_0402,City=Christchurch AND Name=Faith
query_0403,Surname=Campbell AND Age=11
query_0404,City=Auckland AND Age=62 AND Name=Callie
query_0405,Profession=registered nurse AND Surname=Perez
query_0406,City=Santiago AND Age=45
query_0407,City=Hong Kong AND Surname=Allen AND Age=99 AND Name=Chloe
query_0408,City=Hawaii AND Age=80
query_0409,Profession=prisoner AND Name=Elizabeth
query_0410,Surname=Roberts AND Age=70
query_0411,Age=53 AND Name=Scottex
query_0412,Name=Adriana
query_0413,Profession=sales representative AND City=Beijing
query_0414,Profession=journalist AND Surname=Ramirez
query_0415,City=Barcelona AND Surname=Gonzales AND Age=10
query_0416,City=Edinburgh AND Surname=Thomas AND Name=Delilah
query_0417,Profession=police officer AND Name=Alex
query_0418,City=San Francisco AND Surname=Wallace AND Age=99 AND Name=Allie
query_0419,City=Catania AND Surname=Turner AND Name=Giacomello
query_0420,Surname=Gonzalez AND Age=50
query_0421,Profession=nurse AND Name=Bitmap
query_0422,Profession=massage therapist AND City=Graz
query_0423,Profession=technologist AND Surname=Adams AND Age=77
query_0424,Profession=meteorologist AND Name=Aiden
query_0425,Age=12 AND Name=Sophia
query_0426,Surname=Baker AND Age=39
query_0427,Profession=management consultant AND Surname=Watson
query_0428,Surname=Morgan AND Age=36 AND Name=Evan
query_0429,City=Manchester AND Name=Samual
query_0430,City=Beijing AND Surname=Barnes
query_0431,Name=Adam
query_0432,City=Vilnius AND Surname=Barnes AND Name=Christina
query_0433,City=Thessaloniki AND Age=53 AND Name=Victoria
query_0434,Profession=accountant AND Name=Dave
query_0435,Surname=King AND Age=20 AND Name=Christian
query_0436,City=Buenos Aires AND Name=Alex
query_0437,Profession=writer AND Surname=Graham
query_0438,City=Tirana AND Surname=Campbell
query_0439,Profession=financial analyst AND Age=46
query_0440,Profession=pharmacist AND City=Baku AND Age=58
query_0441,Profession=software developer AND Age=68
query_0442,Profession=athletic trainer AND Age=55
query_0443,City=Cluj-Napoca AND Age=16
query_0444,Profession=astronomer AND City=Buenos Aires
query_0445,City=Sarajevo AND Surname=Allen AND Name=Oliver
query_0446,Profession=industrial designer AND City=New York City AND Surname=Cook
query_0447,Profession=biomedical scientist AND City=Marseille AND Name=Isabella
query_0448,Surname=Henderson AND Age=28 AND Name=Elizabeth
query_0449,Age=21 AND Name=Alex
query_0450,City=Sydney AND Age=63
query_0451,City=Venice AND Name=Bryan
query_0452,City=Christchurch
query_0453,Surname=Bryant AND Name=Caden
query_0454,Profession=medical laboratory technologist AND Surname=Perez AND Age=58
query_0455,Profession=animal trainer AND City=Catania AND Age=23
query_0456,City=Rome AND Surname=Murphy
query_0457,Profession=architect AND City=Bangkok AND Surname=Harris AND Name=Evelyn
query_0458,Profession=agricultural technologist AND Surname=Bryant
query_0459,City=Rotterdam AND Age=55
query_0460,City=Copenhagen AND Age=14
query_0461,Profession=optometrist AND City=Gdansk
query_0462,Surname=Howard AND Age=27
query_0463,Profession=beautician AND City=Athens
query_0464,Age=104 AND Name=Adam
query_0465,City=Sofia AND Age=71
query_0466,City=Madrid AND Age=13
query_0467,City=Vilnius AND Surname=Thompson
query_0468,City=Seoul AND Age=64 AND Name=Evan
query_0469,Name=James
query_0470,Surname=Myers AND Name=Christian
query_0471,Profession=judge AND City=Rotterdam
query_0472,City=Stockholm AND Surname=Baker
query_0473,Surname=Watson AND Name=Callie
query_0474,City=Geneva AND Surname=Collins
query_0475,Surname=Morris AND Age=61 AND Name=Brianna
query_0476,Age=12 AND Name=Avery
query_0477,Profession=social worker AND City=Hong Kong AND Surname=Hamilton AND Age=81 AND Name=Amelia
query_0478,City=Marseille AND Name=Carter
query_0479,Profession=historian AND City=Belgrade AND Surname=Kelly AND Age=68 AND Name=Adriana
query_0480,City=Donetsk AND Age=102
query_0481,Profession=accountant AND City=London AND Name=Penelope
query_0482,City=Warsaw AND Surname=Myers AND Age=7
query_0483,Profession=astronomer AND City=Yerevan AND Surname=Cox AND Name=Alexis
query_0484,City=Wellington AND Surname=Torres AND Name=Kek
query_0485,Profession=market researcher AND City=Donetsk AND Surname=Reed AND Age=67
query_0486,Age=49 AND Name=Brianna
query_0487,Profession=medical laboratory technologist AND Surname=Perez
query_0488,Profession=dentist AND Age=46
query_0489,Surname=Cole AND Age=96
query_0490,Surname=Collins AND Name=Elijah
query_0491,Age=95 AND Name=Ava
query_0492,Profession=barber AND City=Mexico City
query_0493,Profession=accountant AND Surname=Collins AND Age=89 AND Name=Sophia
query_0494,Profession=medical laboratory technologist AND Age=86 AND Name=Cody
query_0495,Profession=police officer AND City=Nuremberg AND Surname=Kelly AND Name=Chloe
query_0496,Profession=police officer AND Age=41
query_0497,City=Belgrade AND Age=8 AND Name=Claire
query_0498,City=Skopje AND Surname=Hughes
query_0499,City=Hong Kong AND Surname=Howard AND Name=Clara
query_0500,Surname=James AND Age=23 AND Name=Ivano
query_0501,Profession=data scientist AND City=Cluj-Napoca AND Age=13
query_0502,Surname=Hayward AND Name=Alyssa
query_0503,Name=Caden
query_0504,Profession=librarian AND City=Berlin AND Surname=Nelson AND Age=101 AND Name=Dave
query_0505,Surname=Perez AND Name=Aiden
query_0506,City=Lisbon AND Age=46
query_0507,City=Gdansk AND Age=52
query_0508,Profession=occupational therapist AND City=Tirana
query_0509,Profession=dietitian AND City=Wroclaw AND Surname=Brown
query_0510,Profession=geologist AND City=Mexico City AND Surname=Cook AND Age=10 AND Name=Adriana
query_0511,Surname=Flores AND Age=96
query_0512,Profession=public relations specialist AND Age=32
query_0513,Age=85 AND Name=Christina
query_0514,Profession=web developer AND City=Sofia
query_0515,Profession=biomedical scientist AND City=Thessaloniki
query_0516,City=Stockholm AND Age=57
query_0517,Profession=environmental scientist AND Surname=Young
query_0518,Profession=environmental scientist AND City=Yerevan AND Age=5
query_0519,City=Bucharest AND Surname=Davis
query_0520,City=Cape Town AND Surname=Williams AND Age=79 AND Name=Allie
query_0521,City=Budapest AND Name=Claire
query_0522,Profession=banker AND Age=69
query_0523,Surname=Perez AND Name=Chloe
query_0524,Name=Callie
query_0525,Name=Annie
query_0526,Profession=dentist AND Surname=Carter
query_0527,City=Chisinau AND Surname=Cooper
query_0528,Profession=dentist AND City=Chicago AND Surname=Hernandez AND Age=32
query_0529,Profession=architect AND City=Tokyo AND Surname=Torres AND Name=Blake
query_0530,Profession=technologist AND City=Rio de Janeiro AND Surname=Williams AND Name=Campbell
query_0531,City=Bydgoszcz AND Surname=Rodriguez AND Age=40
query_0532,Surname=Brooks AND Name=Amelie
query_0533,City=Mumbai AND Surname=Moore
query_0534,Profession=agricultural technologist AND City=Skopje AND Surname=Rivera
query_0535,Surname=Mitchell AND Age=51 AND Name=Adam
query_0536,Profession=speech therapist AND Age=82
query_0537,Profession=botanist AND Surname=Butler
query_0538,Profession=teacher AND Surname=Jordan AND Name=Ivano
query_0539,Profession=paleontologist AND Age=99
query_0540,City=Berlin AND Surname=Hamilton AND Name=Ashley
query_0541,City=Christchurch AND Name=Kee
query_0542,Profession=massage therapist AND Name=Brayden
query_0543,Profession=civil engineer AND Name=Dale
query_0544,Profession=doctor AND City=Bangkok
query_0545,Profession=nurse AND Age=70 AND Name=Callum
query_0546,Surname=Edwards AND Age=51 AND Name=Filipa
query_0547,City=Seoul AND Surname=Russell
query_0548,Age=52 AND Name=Ainsley
query_0549,City=Plzen AND Name=Giacomello
query_0550,Surname=Watson AND Age=22
query_0551,City=Tauranga AND Name=Madison
query_0552,City=Oslo AND Surname=Perry
query_0553,City=Frankfurt AND Age=87
query_0554,Surname=Washington
query_0555,Surname=Phillips AND Age=63 AND Name=Alexander
query_0556,City=Tauranga AND Name=Dallas
query_0557,City=Dubrovnik AND Name=Carson
query_0558,Profession=historian AND Age=16
query_0559,Age=24 AND Name=Cody
query_0560,Surname=Adams AND Name=Olivia
query_0561,Age=33 AND Name=Dave
query_0562,City=Bydgoszcz AND Age=96 AND Name=Victoria
query_0563,Surname=Nelson AND Age=10
query_0564,Profession=baker AND Surname=Williams AND Age=92
query_0565,Profession=market researcher AND City=Florence AND Name=Autumn
query_0566,City=Istanbul AND Age=103
query_0567,City=St. Petersburg AND Name=Evan
query_0568,Surname=Evans AND Name=Alexander
query_0569,Profession=technologist AND Surname=Ross AND Name=Bitmap
query_0570,City=Mumbai AND Surname=Smith AND Age=96
query_0571,Profession=acupuncturist AND City=Birmingham AND Age=76
