user_id,query_001,query_002,query_003,query_004,query_005,query_006,query_007,query_008,query_009,query_010,query_011,query_012,query_013,query_014,query_015,query_016,query_017,query_018,query_019,query_020,query_021,query_022,query_023,query_024,query_025,query_026,query_027,query_028,query_029,query_030,query_031,query_032,query_033,query_034,query_035,query_036,query_037,query_038,query_039,query_040,query_041,query_042,query_043,query_044,query_045,query_046,query_047,query_048,query_049,query_050,query_051,query_052,query_053,query_054,query_055,query_056,query_057,query_058,query_059,query_060,query_061,query_062,query_063,query_064,query_065,query_066,query_067,query_068,query_069,query_070,query_071,query_072,query_073,query_074,query_075,query_076,query_077,query_078,query_079,query_080,query_081,query_082,query_083,query_084,query_085,query_086,query_087,query_088,query_089,query_090,query_091,query_092,query_093,query_094,query_095,query_096,query_097,query_098,query_099,query_100
user_038,,6,17,,19,,51,77,,,,,,,55,59,8,72,,20,,,62,12,,,,,,24,,,,49,,,,,,,81,,,,77,,43,49,,,,,82,44,52,,,,8,,12,,23,33,,,,7,,50,,,,58,77,,56,,48,,30,,,24,24,,,,29,,,56,,47,49,,26,,,
user_039,,,15,,,,25,,,56,,,,,54,,65,37,,,29,,,,,22,,69,,,,18,92,,,68,61,,50,,87,,,12,,,,,,37,,,,39,,,,37,,,44,,53,52,48,,,,,,54,,,,76,,,,,62,,,,,57,,,80,,,44,66,,,24,50,,,,
user_040,,,,,19,,31,63,,,,,23,,61,,,71,,,,,32,,,,,,,,,,19,24,,,81,,,,79,,,,,,,,,,,,74,,,28,64,,20,19,71,,49,37,,,,21,55,,,15,,53,,,11,,,,,37,,,,,48,35,,55,,,,38,53,,,,,
user_041,,,,32,61,,40,62,,59,,,39,,49,,54,75,76,,28,,,,,,,,,,,,,,,78,70,,,,91,,,,,,,,,,33,,,55,,30,52,,,,,,23,63,34,68,,,24,72,,,,8,,,15,,,,,51,49,,,,30,56,,,,,,23,,44,,,,
user_042,65,,,,24,,67,,,,76,64,53,,52,,27,,66,,,,,32,,,,,,,,,48,26,,68,50,,,,78,,,,81,,,58,,45,,,,,,22,25,,18,21,,56,,,7,,,24,,60,,9,,24,,,,,,,,69,,,43,,60,,,,,76,,55,,,,,,
user_043,,,,,69,,50,,,,,,,,54,45,,64,,,,31,42,,,27,,73,,46,,,22,,,,,,,38,,,,,,,,32,77,,,,,24,,25,56,,,14,,35,49,,,42,,,,,,9,,64,,,,,15,,,,,26,,,,,,,,,,,,,50,,,
user_044,,51,,,,,,,,39,66,,51,,,,35,51,,,,,39,,,20,,,,,,,,,,,44,,52,,88,,76,,,,,,56,,,,51,46,,,43,,21,,48,,61,,,,,6,23,,,,,61,,,5,,,,,,,,16,43,55,63,,,,,,43,,,46,,,
user_045,68,26,30,,51,81,65,62,,,,,38,,57,,,42,,,33,,14,80,33,,,,,46,,,5,20,,50,67,,,,,48,,,,,,,,25,,,23,34,,25,,,,,30,55,81,,,,,11,,,61,,,82,,,,,,,,,,64,,,,60,16,,,,,,32,,21,,21,
user_046,,2,,,49,,47,,,,,,,,,52,,39,15,,,,,85,,31,,79,,,,,,,62,,60,,,22,74,63,,,,,,,,,,,,28,,,,,,,,,81,60,34,,44,43,,,71,,39,81,79,,16,51,,,,,,5,56,,,23,,41,,57,,,52,,,32,,
user_047,44,,,,34,,,45,,45,76,,38,,50,52,,56,,,,,,,,,,,,,,26,19,,,,59,,,29,83,52,75,,92,,,46,28,,43,,45,53,,,52,,,27,35,31,,38,,,,10,54,65,,,,69,83,,27,,,,,60,,,,,,55,,,,39,,,,44,,,,
user_048,,24,,,9,46,,68,,,,,37,,,51,,36,,17,3,,,78,,43,55,,83,,,,22,18,,60,,,,54,82,83,,,,,,,28,,,,1,,27,,,,,,11,35,,,,,,,29,,,,,48,83,,36,,,,54,,,,54,,36,41,,40,,,,,,,37,,,
user_049,71,46,,,,,42,73,,18,,,21,45,,,56,,,22,,,,91,,,,,,,,,39,43,,,64,,,,83,,,,,45,,,,,,,,39,46,61,,,17,37,,,17,,,,,43,40,30,,30,,39,,55,36,,6,,30,42,50,,,54,70,36,,,,,,,,,69,,23,
user_050,,27,74,,16,,25,,,,49,54,40,,49,,,,82,40,,,35,,,,38,73,79,5,,,18,36,,,64,,,,79,,,,,,,,,38,17,,70,43,14,44,,,,,73,57,43,,,,,40,30,,,2,,73,,,,55,,,,,,,32,,,80,,42,,44,,,20,,75,,,
user_051,67,13,,,30,,45,,,33,,,,,45,,60,59,,42,33,,54,73,,44,,66,,,,31,,,26,,,84,,14,71,69,,,,,,35,,17,,,83,22,,41,26,,,,33,,40,,,,,49,14,,,27,,,,,31,,,,,59,,47,58,,,23,,,,40,,38,,,51,,50,
user_052,,13,29,,41,,32,35,,,47,,41,41,63,,28,57,,11,18,,,89,,26,,,,,,,35,,,,52,,,29,,,,,,,,,,,19,,,40,23,,,,43,,42,,,63,,,,,,,,,,,84,,41,,,,,44,,59,38,45,34,66,,,,,,,,42,,,,
user_053,,6,,,24,,38,,,61,52,,19,55,49,63,,54,60,,,30,,37,,,,72,,,,,21,15,,,,,,17,93,57,,,,,,,,,,,,54,,,62,,38,16,36,,,,,,,,35,,,9,,34,,,,,52,,47,,,6,47,,,,,,,,,,35,,45,3,,
user_054,,33,,29,40,71,63,,,38,64,,45,,61,,,58,,48,52,,11,,,23,,,,62,,,67,,,,66,82,,,90,52,,,92,,,52,17,,,,,,,,20,,25,,21,,47,55,29,,,30,,,,,,22,,,,,,,,60,,51,,,57,56,,44,,42,,,21,,44,,,
user_055,,,85,,,,,56,,,63,14,59,,62,,52,,,33,30,,,34,31,,,80,,,50,,58,,,41,,,,,77,56,,,,,,,,,,,,28,,,,,51,,,,45,56,,51,,,35,,,,26,48,,,,,,,,,37,,31,,,25,,,,,,51,,,,,,55
user_056,,34,,,,,,42,,,70,,,,58,65,,44,,,,,,45,38,,,65,,56,,,,55,,76,64,,,,81,,,,91,,,55,,,11,,,30,,39,30,32,,36,,21,23,,18,,,18,,,,,,,80,,,,,,9,62,,,,,,23,,,70,74,,,47,,,,,
user_057,,43,,11,64,,47,,,,,31,70,,,68,67,65,,21,,,,,57,,,,,,,,,,,58,,,,,77,49,,,93,,,,,,,,,,,55,42,,,,18,35,,,,,,6,20,,,48,,69,76,,41,,10,,,47,,,,,,64,,,,,,19,29,45,28,,29,33
user_058,,14,,,,,,,,,,,29,,68,34,,,,7,,,41,35,42,46,,,90,,,,82,49,,56,69,,,,87,,,,,,,,67,,32,,23,,25,,60,44,,,,,37,48,,,,13,41,,,,,,84,,41,,,,8,,,,,,60,22,43,,,,,,19,43,18,,,34
user_059,,34,22,,,,57,76,,36,50,,,,,,,64,23,,34,,,,34,36,,,,,,,44,,,,,,52,,78,,,,80,,,,65,,,,28,,57,,48,,53,,59,31,,68,24,,,45,,,,,,42,76,,44,,,,,,67,,,,,83,,,,,,,20,,,,,
user_060,,,,41,,,47,67,,,69,,42,,,48,68,63,,,20,,21,,80,,,,,77,,,9,21,,,,,,,77,67,,,75,,,,,,,,,19,,,60,,,31,77,,,56,,57,,48,53,,,,,68,81,,54,,,,,,,39,,,,58,38,27,,,,,,,,,,
user_061,58,,,,,,,57,,,,,,,71,,65,,41,55,27,,,,20,52,29,,,,,,,21,,73,61,,49,,92,,,,79,,,55,29,,,,,30,,34,42,,24,,,34,61,,,,,31,55,35,,,,,,,30,,,,23,,,48,34,50,,42,,,,37,,,44,,78,,,
user_062,47,54,,26,30,,59,,,,,,31,,50,,52,42,,,,60,,,,,,,,9,43,,,,,,43,63,59,,,,,,87,,,,,33,,,,,34,26,,,,48,16,,22,,,,,,37,21,,49,,38,78,,,,,,,,,,66,28,35,39,,,,,,39,55,29,,,,
user_063,,7,20,12,15,,33,55,,,54,,37,,68,,,36,19,,,,,90,,18,,,93,,54,,40,55,44,70,,,,82,,,,,,,,,,47,,,,18,14,52,25,15,,,72,53,,,,67,,45,24,,,14,,41,81,,41,,,,39,33,,,23,,,70,,55,,64,,30,,,,,,
user_064,,,52,,,,,,,38,,,,,,,,,83,,32,21,,51,23,27,,,,,,72,10,28,,,75,70,46,63,89,,,,86,,,,,,,,,46,,,,,,,81,,12,61,,66,,,39,,,28,,61,81,,,,,,,,,37,53,38,,,,56,,,,48,,48,,,,14
user_065,,,,,,,61,78,,53,66,47,,37,,,47,43,,47,,41,,,61,37,,,,,,,32,,,,44,85,,,,47,,17,,,,57,,,,,,49,,,30,,,,,27,25,,27,,,32,33,,72,,,,73,,22,58,91,,38,,,,56,,,78,,,,71,,32,46,,,24,,
user_066,,,,,57,67,,,,59,,,18,30,65,,35,75,,33,,,,,,41,,,,,,,33,,22,51,72,,,19,92,75,,,,,,39,,,,,6,48,,,40,38,,31,,30,,,25,,,,,,,30,,49,,,,,,,,,,,43,,,30,,,,,,26,30,,,,16,
user_067,58,,,47,,,,,,66,,68,33,,,,,,,37,,,,,,,,,,,,,66,17,77,53,50,,23,,93,47,,,,56,,,,,18,,,33,42,26,,,,,51,48,30,,44,,,,13,,,,,,82,,17,43,,,15,,,,22,,53,,,,,,,,21,26,71,,48,
user_068,65,26,,,19,37,,,,,,38,19,,59,68,27,,30,,44,,14,,,,,,,58,,,46,,,,78,,22,,89,,,,,,,,48,,,,,50,14,,,,,,17,,35,,,76,,45,20,,,,,,77,,27,,,,,53,,,,,,43,,,52,,,52,46,,,,,
user_069,47,3,,47,11,,,,,,,,31,,71,,28,39,,46,55,,25,88,,26,,78,,,,,,,,59,43,,,,80,,,31,,,,47,51,,,,66,,,25,41,,,19,,30,44,,,,,,25,,64,,,70,77,,,9,,,43,,,56,,,29,17,,,,71,,46,22,,,,,
user_070,62,,,,,,,35,,,71,,43,,57,47,,,,,,,,82,87,40,,65,83,,,,,,,,,59,,,,80,,,,,,,18,29,,,,,,52,,,,41,68,36,46,46,,,,30,,66,,,,,,,15,,,,,,,,,,65,,,,,,,,27,,50,,25,
user_071,,10,,,21,,52,80,,,,,68,,67,,,,,,20,,,,,28,,80,84,,,,87,55,,,,,,,93,51,,40,,,,24,,52,,,74,41,62,,39,,39,,,,18,60,,,,,,,,,,,,,,,,,18,,,,68,55,68,33,51,,,,,28,29,,,11,,37
user_072,,39,,42,,72,25,,,,68,,,,44,,,73,,,,,28,53,29,26,,,,,,,70,27,,45,74,,,,80,65,,,,,,,14,,,,,45,41,,,,15,,,40,,,,,,,,,,,,22,83,29,,,,,38,54,,,,,,,,,,54,,,43,,,,,
user_073,62,13,62,,,,,,,13,48,,,,63,,22,,,,,24,,80,,,,,,,,,69,48,,,,,,,81,,,,,,,19,,48,8,,,,,35,48,,47,48,54,,28,39,,,,,,,,,,,79,,10,,,25,,,,41,,,71,67,,,,64,,29,35,,,,,48
user_074,,,,,27,,28,,,,,,50,,67,,17,,,32,35,,12,,,,,,,,,,40,,,43,,,,65,72,,,,,,,,,,18,,,20,,59,32,,,20,,,73,61,55,,,,47,,,18,,,,,,,,,,,,,64,,26,,,6,,54,,26,31,,37,,,
user_075,,,,,,35,26,,34,,,22,,,52,,63,57,,20,3,,,,98,41,,,,,,,28,46,,,42,,,,92,42,71,,82,,,31,10,,48,,29,45,,,55,34,52,,77,,,43,,60,,,25,,,23,,,75,,,,,46,,,,25,37,36,40,43,,,,49,,30,48,31,60,,,
user_076,62,,,,,,,,12,65,50,46,17,,,,36,,24,33,,,41,,92,19,,,79,,,,89,41,,,,70,55,,84,,,,93,,,,,,,,,20,,,57,,23,44,,31,,66,,,,,,66,,,,20,79,,,,25,,,58,,,,,,74,,,,,,34,35,,,,,
user_077,,33,,,,,58,52,,64,,,,,,48,58,78,25,,14,,,,,,,74,,20,,,,,,,67,81,,,79,58,,,,,52,54,,,,,83,47,,,,16,,,14,44,,,,,,19,,,,,,,,14,37,,18,,,47,,,38,,,31,,,,,,29,44,49,,,,
user_078,58,,23,,,54,37,,,,,51,37,,72,,,43,50,12,37,33,,,16,32,,,,23,,,42,38,81,,54,,,81,,,,,,,,33,,32,34,,,,,,,,,56,,57,50,34,,,,24,43,,,,,,,,,,,,,50,,,22,69,,83,,16,,46,,,,49,58,,49,
user_079,,,47,,,,40,34,,,,,,,44,,33,49,4,,,43,32,89,,,,,,,,,,48,,45,,63,,80,,,,,77,,,,,,,38,84,32,,,,,,,,,,60,6,,,28,,52,,23,,,,,,,,,,31,67,32,,49,57,51,6,,,,,,,,,,20,
user_080,48,,,,,,,,,,,,64,,64,,60,75,,,,,16,19,,,,75,,,,,,48,,,62,,,31,80,42,,,,,,,,,,,66,43,,28,41,,,29,17,33,23,66,,,,39,39,,,,,,,,,,,,,46,,,39,,64,81,,,31,,,,,,80,,,
user_081,,50,,,47,,65,,33,,53,21,53,,45,,,,,29,,,15,34,25,57,,,92,,,,,,,55,67,,57,,,55,,,,,,,,,25,,,,25,35,,,,,64,,72,,53,57,,37,54,,,22,,27,,,44,,,,,,,,16,30,70,60,,,,51,,50,29,28,,,,
user_082,,15,,34,62,,,,,,,,47,,45,,25,,80,,7,,,16,,,,67,,38,14,,64,22,,35,69,,,66,89,,,,90,,,,24,,37,,,21,,40,,,44,,54,,,,,,12,26,,,,,,57,76,,34,,,,56,,,,17,,42,73,,,,,,43,,,57,,,
user_083,58,17,25,32,41,,,68,,,,,,,,55,10,59,,,,51,16,,33,56,,,75,,,,,,,81,,,61,,82,,,,,39,,,,,,,,,,,,,,,,,56,,,,,,34,,,,,25,,,,,,,37,,,,22,56,50,62,,,,,,,,,,,42,
user_084,,2,62,45,,,,,,,,57,41,,,63,35,66,,30,2,,16,75,33,51,,,,,,45,,,,,52,,,,93,63,,,,,,49,,,23,,16,,,37,27,,19,25,24,40,41,,,,,30,24,,,,,16,80,,,,,,,,,,,59,42,69,,18,,,,,41,,73,,,
user_085,,52,,,,,35,,,,,,17,,61,,66,81,32,,41,40,34,,,26,,,,,,23,33,37,,,,,,,,,,,85,,,,62,,,,,,,,,,42,,,39,,,,,,31,47,,,,,76,80,,,42,,,,,,9,,48,50,77,10,,,,,,27,,,,,
user_086,59,30,64,26,,,57,,,,60,,,,,,,,,,,23,,,,,,,,,41,,91,51,,,66,,,,74,74,,,93,,,,,,,,84,,,,59,,,,,49,,47,38,,,13,,75,,12,,,84,,25,,66,,,,,63,23,59,71,78,,,,62,,,51,,78,,,
user_087,,5,,39,40,,49,43,,,,,,,,,,57,,,,,,,,,,,,,,,47,,,,81,,,,92,76,,,,,,,,,,,,,,,,,,,59,33,72,64,,46,,21,24,,,20,,,80,,,,,,,61,,,64,,59,67,,,,,41,44,,29,37,,,
user_088,54,,29,,,,60,,,,,,17,,48,58,,78,,,,,24,48,,22,,,,,,,70,,,,48,,,,,79,,,88,,,39,29,,,,,,,,,,,,,37,62,53,,,,,45,,,9,,66,74,,15,,83,,,,,,36,,,39,,,,,,54,,,41,66,,
user_089,61,31,,,16,,,,,,,,,,72,,25,,,54,42,42,11,39,80,,,,,30,,,71,15,,,47,,,,85,,,25,,,,,35,,,48,28,,,56,33,,7,57,,,,,,,,,46,,,33,,,73,,,47,,,54,,,,48,,,77,,,,81,,40,,,34,,,
user_090,,19,,,23,71,,,,55,,58,62,28,,54,17,,,,,,11,,,,,,,,,,,,,,,,18,,79,,,,82,,,,,,,,,,,26,63,45,34,43,,,,,,,,36,43,24,,,,,77,,19,,,,55,,,42,,,,23,,,,43,,25,19,,,,,
user_091,,,,,,,,,,63,73,,,,,47,,57,,,48,,20,,86,31,,,,57,14,,86,51,,,67,,50,,80,,,,,,,30,,,,,,,30,,,,,,,,,,,72,,33,46,,,45,,70,80,,,,,,,,,35,,,64,24,55,,,,,35,,,31,,34,
user_092,49,49,,,,54,,38,,48,68,51,16,,,55,,53,,30,2,,59,34,,27,,77,,,,37,,,,37,59,,,,86,80,,,84,,,,68,,,,28,29,44,,55,,,42,39,,,,,,,,,,,47,,17,,,21,,,,,,,,58,,41,25,,,18,,,39,26,,81,,31,28
user_093,,39,,,,,56,,,,,,65,,54,,,51,60,54,13,,,46,,,46,66,,,,,58,15,,42,46,,,,,,,,,,,,,,,,65,35,,,50,,,,,,,63,,82,,10,24,,,27,,60,75,,,11,,,,49,48,,,,36,,,23,,78,,25,33,,,,,
user_094,,37,,,,43,46,,,,51,,,,,,4,48,,,,,,50,,52,,,,,,,,,,,82,77,53,65,80,,,,,,,,,,,,66,42,,,,,,,,,24,,,,,,33,36,,,,,,,,,,16,,,,,47,45,,57,,30,37,50,,,,47,,,,
user_095,45,36,,,,,53,,,,,,,,49,,3,76,,26,,,52,63,24,46,,82,,,,,21,47,33,63,73,56,,47,,54,79,,82,,,,,,,,,33,,36,37,,21,48,52,28,,,,,,46,21,,,,,,78,,34,58,,,,,,,42,48,66,19,,,,,,21,49,,78,,,
