id,content
query_470,City=Paris AND Age=52
query_471,Profession=archaeologist AND Age=12 AND Name=Elizabeth
query_472,City=Sofia AND Surname=Ramirez AND Age=37
query_473,City=Buenos Aires AND Surname=Patterson
query_474,Profession=aircraft mechanic AND Age=44
query_475,City=Barcelona AND Name=Cora
query_476,City=Yerevan AND Name=Evan
query_477,City=Minsk AND Surname=Diaz
query_478,Profession=physiotherapist
query_479,City=Cape Town AND Surname=Brooks
query_480,City=Torun AND Name=Sophia
query_481,Profession=journalist AND City=Baku
query_482,Profession=lawyer AND Age=34
query_483,City=Brussels AND Name=Madison
query_484,City=Oslo AND Age=18 AND Name=Ben
query_485,Profession=athletic trainer AND City=Lima AND Age=82 AND Name=Daniel
query_486,Profession=political scientist AND Name=Christina
query_487,City=Torun AND Name=Sophia
query_488,Age=54 AND Name=Clara
query_489,City=Bucharest AND Surname=Alexander AND Age=33 AND Name=Christian
query_490,Age=81 AND Name=Filippo
query_491,City=Shanghai AND Age=59
query_492,Profession=speech therapist
query_493,Profession=chiropractor AND City=Toronto AND Surname=Johnson AND Name=Ana
query_494,City=Santiago AND Age=89
query_495,Profession=advertising executive AND Name=Abigail
query_496,City=Hamilton
query_497,Profession=lawyer
query_498,Surname=Cole AND Age=12
query_499,Surname=Davis AND Age=55
query_500,Profession=therapist AND City=Rio de Janeiro
